Label;Split;Style;Action;Business Object;Tags
afterthought;['afterthought'];AN;;;ANNO ANO
age;['age'];AN;;;ANNO ANO
agency;['agency'];AN;;;ANNO ANO
agenda;['agenda'];AN;;;ANNO ANO
agent;['agent'];AN;;;ANNO ANO
aglet;['aglet'];AN;;;ANNO ANO
agreement;['agreement'];AN;;;ANNO ANO
air;['air'];AN;;;ANNO ANO
airbag;['airbag'];AN;;;ANNO ANO
airbus;['airbus'];AN;;;ANNO ANO
airfare;['airfare'];AN;;;ANNO ANO
airforce;['airforce'];AN;;;ANNO ANO
airline;['airline'];AN;;;ANNO ANO
airmail;['airmail'];AN;;;ANNO ANO
airplane;['airplane'];AN;;;ANNO ANO
airport;['airport'];AN;;;ANNO ANO
airship;['airship'];AN;;;ANNO ANO
alarm;['alarm'];AN;;;ANNO ANO
alb;['alb'];AN;;;ANNO ANO
albatross;['albatross'];AN;;;ANNO ANO
alcohol;['alcohol'];AN;;;ANNO ANO
alcove;['alcove'];AN;;;ANNO ANO
alder;['alder'];AN;;;ANNO ANO
algebra;['algebra'];AN;;;ANNO ANO
algeria;['algeria'];AN;;;ANNO ANO
alibi;['alibi'];AN;;;ANNO ANO
allergist;['allergist'];AN;;;ANNO ANO
alley;['alley'];AN;;;ANNO ANO
alligator;['alligator'];AN;;;ANNO ANO
alloy;['alloy'];AN;;;ANNO ANO
almanac;['almanac'];AN;;;ANNO ANO
almond;['almond'];AN;;;ANNO ANO
alpaca;['alpaca'];AN;;;ANNO ANO
alpenglow;['alpenglow'];AN;;;ANNO ANO
alpenhorn;['alpenhorn'];AN;;;ANNO ANO
alpha;['alpha'];AN;;;ANNO ANO
alphabet;['alphabet'];AN;;;ANNO ANO
alternative;['alternative'];AN;;;ANNO ANO
altitude;['altitude'];AN;;;ANNO ANO
alto;['alto'];AN;;;ANNO ANO
aluminium;['aluminium'];AN;;;ANNO ANO
aluminum;['aluminum'];AN;;;ANNO ANO
ambassador;['ambassador'];AN;;;ANNO ANO
ambulance;['ambulance'];AN;;;ANNO ANO
amendment;['amendment'];AN;;;ANNO ANO
america;['america'];AN;;;ANNO ANO
amount;['amount'];AN;;;ANNO ANO
amusement;['amusement'];AN;;;ANNO ANO
anagram;['anagram'];AN;;;ANNO ANO
analgesia;['analgesia'];AN;;;ANNO ANO
analog;['analog'];AN;;;ANNO ANO
analysis;['analysis'];AN;;;ANNO ANO
analyst;['analyst'];AN;;;ANNO ANO
anatomy;['anatomy'];AN;;;ANNO ANO
anesthesiology;['anesthesiology'];AN;;;ANNO ANO
anethesiologist;['anethesiologist'];AN;;;ANNO ANO
anger;['anger'];AN;;;ANNO ANO
angiosperm;['angiosperm'];AN;;;ANNO ANO
angle;['angle'];AN;;;ANNO ANO
angora;['angora'];AN;;;ANNO ANO
angstrom;['angstrom'];AN;;;ANNO ANO
anguish;['anguish'];AN;;;ANNO ANO
animal;['animal'];AN;;;ANNO ANO
anime;['anime'];AN;;;ANNO ANO
ankle;['ankle'];AN;;;ANNO ANO
anklet;['anklet'];AN;;;ANNO ANO
annual;['annual'];AN;;;ANNO ANO
anorak;['anorak'];AN;;;ANNO ANO
answer;['answer'];AN;;;ANNO ANO
ant;['ant'];AN;;;ANNO ANO
antarctica;['antarctica'];AN;;;ANNO ANO
anteater;['anteater'];AN;;;ANNO ANO
antechamber;['antechamber'];AN;;;ANNO ANO
antelope;['antelope'];AN;;;ANNO ANO
anthony;['anthony'];AN;;;ANNO ANO
anthropology;['anthropology'];AN;;;ANNO ANO
antler;['antler'];AN;;;ANNO ANO
anybody;['anybody'];AN;;;ANNO ANO
anything;['anything'];AN;;;ANNO ANO
anywhere;['anywhere'];AN;;;ANNO ANO
apartment;['apartment'];AN;;;ANNO ANO
ape;['ape'];AN;;;ANNO ANO
aperitif;['aperitif'];AN;;;ANNO ANO
apology;['apology'];AN;;;ANNO ANO
psychometrics;['psychometrics'];AN;;;ANNO ANO
sanity;['sanity'];AN;;;ANNO ANO
correspondence;['correspondence'];AN;;;ANNO ANO
scientist;['scientist'];AN;;;ANNO ANO
storage;['storage'];AN;;;ANNO ANO
similar;['similar'];AN;;;ANNO ANO
predelivery;['predelivery'];AN;;;ANNO ANO
postdelivery;['postdelivery'];AN;;;ANNO ANO
intake;['intake'];AN;;;ANNO ANO
initial;['initial'];AN;;;ANNO ANO
dynalogic;['dynalogic'];AN;;;ANNO ANO
captcha;['captcha'];AN;;;ANNO ANO
4g;['4g'];AN;;;ANNO ANO
weekly;['weekly'];AN;;;ANNO ANO
specimen;['specimen'];AN;;;ANNO ANO
apparatus;['apparatus'];AN;;;ANNO ANO
collective;['collective'];AN;;;ANNO ANO
consistency;['consistency'];AN;;;ANNO ANO
apparel;['apparel'];AN;;;ANNO ANO
appeal;['appeal'];AN;;;ANNO ANO
appendix;['appendix'];AN;;;ANNO ANO
apple;['apple'];AN;;;ANNO ANO
critical;['critical'];AN;;;ANNO ANO
applewood;['applewood'];AN;;;ANNO ANO
appliance;['appliance'];AN;;;ANNO ANO
approval;['approval'];AN;;;ANNO ANO
april;['april'];AN;;;ANNO ANO
apron;['apron'];AN;;;ANNO ANO
apse;['apse'];AN;;;ANNO ANO
aquarius;['aquarius'];AN;;;ANNO ANO
aquifer;['aquifer'];AN;;;ANNO ANO
arch;['arch'];AN;;;ANNO ANO
archaeology;['archaeology'];AN;;;ANNO ANO
archeology;['archeology'];AN;;;ANNO ANO
archer;['archer'];AN;;;ANNO ANO
architect;['architect'];AN;;;ANNO ANO
architecture;['architecture'];AN;;;ANNO ANO
arch-rival;['arch-rival'];AN;;;ANNO ANO
area;['area'];AN;;;ANNO ANO
argentina;['argentina'];AN;;;ANNO ANO
argument;['argument'];AN;;;ANNO ANO
aries;['aries'];AN;;;ANNO ANO
arithmetic;['arithmetic'];AN;;;ANNO ANO
arm;['arm'];AN;;;ANNO ANO
armadillo;['armadillo'];AN;;;ANNO ANO
armament;['armament'];AN;;;ANNO ANO
armchair;['armchair'];AN;;;ANNO ANO
armenian;['armenian'];AN;;;ANNO ANO
armoire;['armoire'];AN;;;ANNO ANO
armor;['armor'];AN;;;ANNO ANO
arm-rest;['arm-rest'];AN;;;ANNO ANO
army;['army'];AN;;;ANNO ANO
arrival;['arrival'];AN;;;ANNO ANO
arrow;['arrow'];AN;;;ANNO ANO
art;['art'];AN;;;ANNO ANO
artichoke;['artichoke'];AN;;;ANNO ANO
artificer;['artificer'];AN;;;ANNO ANO
ascot;['ascot'];AN;;;ANNO ANO
ash;['ash'];AN;;;ANNO ANO
ashram;['ashram'];AN;;;ANNO ANO
ashtray;['ashtray'];AN;;;ANNO ANO
asia;['asia'];AN;;;ANNO ANO
asparagus;['asparagus'];AN;;;ANNO ANO
asphalt;['asphalt'];AN;;;ANNO ANO
assignment;['assignment'];AN;;;ANNO ANO
assistance;['assistance'];AN;;;ANNO ANO
associate;['associate'];AN;;;ANNO ANO
association;['association'];AN;;;ANNO ANO
asterisk;['asterisk'];AN;;;ANNO ANO
astrakhan;['astrakhan'];AN;;;ANNO ANO
astrolabe;['astrolabe'];AN;;;ANNO ANO
astrologer;['astrologer'];AN;;;ANNO ANO
astrology;['astrology'];AN;;;ANNO ANO
astronomy;['astronomy'];AN;;;ANNO ANO
atelier;['atelier'];AN;;;ANNO ANO
athelete;['athelete'];AN;;;ANNO ANO
athlete;['athlete'];AN;;;ANNO ANO
atm;['atm'];AN;;;ANNO ANO
atmosphere;['atmosphere'];AN;;;ANNO ANO
atom;['atom'];AN;;;ANNO ANO
atrium;['atrium'];AN;;;ANNO ANO
attachment;['attachment'];AN;;;ANNO ANO
attack;['attack'];AN;;;ANNO ANO
attempt;['attempt'];AN;;;ANNO ANO
attendant;['attendant'];AN;;;ANNO ANO
attention;['attention'];AN;;;ANNO ANO
attenuation;['attenuation'];AN;;;ANNO ANO
attic;['attic'];AN;;;ANNO ANO
attitude;['attitude'];AN;;;ANNO ANO
attorney;['attorney'];AN;;;ANNO ANO
attraction;['attraction'];AN;;;ANNO ANO
audience;['audience'];AN;;;ANNO ANO
auditorium;['auditorium'];AN;;;ANNO ANO
august;['august'];AN;;;ANNO ANO
aunt;['aunt'];AN;;;ANNO ANO
australia;['australia'];AN;;;ANNO ANO
australian;['australian'];AN;;;ANNO ANO
author;['author'];AN;;;ANNO ANO
authorisation;['authorisation'];AN;;;ANNO ANO
authority;['authority'];AN;;;ANNO ANO
authorization;['authorization'];AN;;;ANNO ANO
automaton;['automaton'];AN;;;ANNO ANO
avalanche;['avalanche'];AN;;;ANNO ANO
avenue;['avenue'];AN;;;ANNO ANO
average;['average'];AN;;;ANNO ANO
azimuth;['azimuth'];AN;;;ANNO ANO
babe;['babe'];AN;;;ANNO ANO
babies;['babies'];AN;;;ANNO ANO
baboon;['baboon'];AN;;;ANNO ANO
babushka;['babushka'];AN;;;ANNO ANO
baby;['baby'];AN;;;ANNO ANO
back;['back'];AN;;;ANNO ANO
backbone;['backbone'];AN;;;ANNO ANO
backdrop;['backdrop'];AN;;;ANNO ANO
backpack;['backpack'];AN;;;ANNO ANO
bacon;['bacon'];AN;;;ANNO ANO
bad;['bad'];AN;;;ANNO ANO
badge;['badge'];AN;;;ANNO ANO
badger;['badger'];AN;;;ANNO ANO
bafflement;['bafflement'];AN;;;ANNO ANO
bag;['bag'];AN;;;ANNO ANO
bagel;['bagel'];AN;;;ANNO ANO
bagpipe;['bagpipe'];AN;;;ANNO ANO
bagpipes;['bagpipes'];AN;;;ANNO ANO
bail;['bail'];AN;;;ANNO ANO
bait;['bait'];AN;;;ANNO ANO
bake;['bake'];AN;;;ANNO ANO
baker;['baker'];AN;;;ANNO ANO
bakery;['bakery'];AN;;;ANNO ANO
bakeware;['bakeware'];AN;;;ANNO ANO
balaclava;['balaclava'];AN;;;ANNO ANO
balalaika;['balalaika'];AN;;;ANNO ANO
balance;['balance'];AN;;;ANNO ANO
balcony;['balcony'];AN;;;ANNO ANO
balinese;['balinese'];AN;;;ANNO ANO
ball;['ball'];AN;;;ANNO ANO
balloon;['balloon'];AN;;;ANNO ANO
ballpark;['ballpark'];AN;;;ANNO ANO
bamboo;['bamboo'];AN;;;ANNO ANO
banana;['banana'];AN;;;ANNO ANO
band;['band'];AN;;;ANNO ANO
bandana;['bandana'];AN;;;ANNO ANO
bandanna;['bandanna'];AN;;;ANNO ANO
bandolier;['bandolier'];AN;;;ANNO ANO
bangladesh;['bangladesh'];AN;;;ANNO ANO
bangle;['bangle'];AN;;;ANNO ANO
banjo;['banjo'];AN;;;ANNO ANO
bank;['bank'];AN;;;ANNO ANO
bankbook;['bankbook'];AN;;;ANNO ANO
banker;['banker'];AN;;;ANNO ANO
banquette;['banquette'];AN;;;ANNO ANO
baobab;['baobab'];AN;;;ANNO ANO
bar;['bar'];AN;;;ANNO ANO
barbara;['barbara'];AN;;;ANNO ANO
barbeque;['barbeque'];AN;;;ANNO ANO
barber;['barber'];AN;;;ANNO ANO
barbiturate;['barbiturate'];AN;;;ANNO ANO
barge;['barge'];AN;;;ANNO ANO
baritone;['baritone'];AN;;;ANNO ANO
barium;['barium'];AN;;;ANNO ANO
barn;['barn'];AN;;;ANNO ANO
barometer;['barometer'];AN;;;ANNO ANO
barracks;['barracks'];AN;;;ANNO ANO
barstool;['barstool'];AN;;;ANNO ANO
base;['base'];AN;;;ANNO ANO
baseball;['baseball'];AN;;;ANNO ANO
basement;['basement'];AN;;;ANNO ANO
basin;['basin'];AN;;;ANNO ANO
basis;['basis'];AN;;;ANNO ANO
basket;['basket'];AN;;;ANNO ANO
basketball;['basketball'];AN;;;ANNO ANO
bass;['bass'];AN;;;ANNO ANO
bassinet;['bassinet'];AN;;;ANNO ANO
bassoon;['bassoon'];AN;;;ANNO ANO
bat;['bat'];AN;;;ANNO ANO
bath;['bath'];AN;;;ANNO ANO
bather;['bather'];AN;;;ANNO ANO
bathhouse;['bathhouse'];AN;;;ANNO ANO
bathrobe;['bathrobe'];AN;;;ANNO ANO
bathroom;['bathroom'];AN;;;ANNO ANO
bathtub;['bathtub'];AN;;;ANNO ANO
batter;['batter'];AN;;;ANNO ANO
battery;['battery'];AN;;;ANNO ANO
batting;['batting'];AN;;;ANNO ANO
battle;['battle'];AN;;;ANNO ANO
battleship;['battleship'];AN;;;ANNO ANO
bay;['bay'];AN;;;ANNO ANO
bayou;['bayou'];AN;;;ANNO ANO
beach;['beach'];AN;;;ANNO ANO
bead;['bead'];AN;;;ANNO ANO
beak;['beak'];AN;;;ANNO ANO
beam;['beam'];AN;;;ANNO ANO
bean;['bean'];AN;;;ANNO ANO
beanie;['beanie'];AN;;;ANNO ANO
beanstalk;['beanstalk'];AN;;;ANNO ANO
bear;['bear'];AN;;;ANNO ANO
beard;['beard'];AN;;;ANNO ANO
beast;['beast'];AN;;;ANNO ANO
beat;['beat'];AN;;;ANNO ANO
beautician;['beautician'];AN;;;ANNO ANO
beauty;['beauty'];AN;;;ANNO ANO
beaver;['beaver'];AN;;;ANNO ANO
bed;['bed'];AN;;;ANNO ANO
bedroom;['bedroom'];AN;;;ANNO ANO
bee;['bee'];AN;;;ANNO ANO
beech;['beech'];AN;;;ANNO ANO
beef;['beef'];AN;;;ANNO ANO
beer;['beer'];AN;;;ANNO ANO
beet;['beet'];AN;;;ANNO ANO
beetle;['beetle'];AN;;;ANNO ANO
beggar;['beggar'];AN;;;ANNO ANO
beginner;['beginner'];AN;;;ANNO ANO
begonia;['begonia'];AN;;;ANNO ANO
behavior;['behavior'];AN;;;ANNO ANO
beheading;['beheading'];AN;;;ANNO ANO
behest;['behest'];AN;;;ANNO ANO
belfry;['belfry'];AN;;;ANNO ANO
belgian;['belgian'];AN;;;ANNO ANO
belief;['belief'];AN;;;ANNO ANO
believe;['believe'];AN;;;ANNO ANO
bell;['bell'];AN;;;ANNO ANO
belligerency;['belligerency'];AN;;;ANNO ANO
bellows;['bellows'];AN;;;ANNO ANO
belly;['belly'];AN;;;ANNO ANO
belt;['belt'];AN;;;ANNO ANO
bench;['bench'];AN;;;ANNO ANO
bend;['bend'];AN;;;ANNO ANO
beneficiary;['beneficiary'];AN;;;ANNO ANO
benefit;['benefit'];AN;;;ANNO ANO
bengal;['bengal'];AN;;;ANNO ANO
beret;['beret'];AN;;;ANNO ANO
berry;['berry'];AN;;;ANNO ANO
bestseller;['bestseller'];AN;;;ANNO ANO
best-seller;['best-seller'];AN;;;ANNO ANO
betty;['betty'];AN;;;ANNO ANO
beverage;['beverage'];AN;;;ANNO ANO
beyond;['beyond'];AN;;;ANNO ANO
bibliography;['bibliography'];AN;;;ANNO ANO
bicycle;['bicycle'];AN;;;ANNO ANO
bid;['bid'];AN;;;ANNO ANO
bidet;['bidet'];AN;;;ANNO ANO
bifocals;['bifocals'];AN;;;ANNO ANO
big;['big'];AN;;;ANNO ANO
big-rig;['big-rig'];AN;;;ANNO ANO
bijou;['bijou'];AN;;;ANNO ANO
bike;['bike'];AN;;;ANNO ANO
bikini;['bikini'];AN;;;ANNO ANO
bill;['bill'];AN;;;ANNO ANO
billboard;['billboard'];AN;;;ANNO ANO
bin;['bin'];AN;;;ANNO ANO
biology;['biology'];AN;;;ANNO ANO
biplane;['biplane'];AN;;;ANNO ANO
birch;['birch'];AN;;;ANNO ANO
bird;['bird'];AN;;;ANNO ANO
birdbath;['birdbath'];AN;;;ANNO ANO
birdcage;['birdcage'];AN;;;ANNO ANO
birdhouse;['birdhouse'];AN;;;ANNO ANO
bird-watcher;['bird-watcher'];AN;;;ANNO ANO
birth;['birth'];AN;;;ANNO ANO
birthday;['birthday'];AN;;;ANNO ANO
bit;['bit'];AN;;;ANNO ANO
bite;['bite'];AN;;;ANNO ANO
black;['black'];AN;;;ANNO ANO
blackberry;['blackberry'];AN;;;ANNO ANO
blackboard;['blackboard'];AN;;;ANNO ANO
blackfish;['blackfish'];AN;;;ANNO ANO
bladder;['bladder'];AN;;;ANNO ANO
blade;['blade'];AN;;;ANNO ANO
blame;['blame'];AN;;;ANNO ANO
blank;['blank'];AN;;;ANNO ANO
blanket;['blanket'];AN;;;ANNO ANO
blazer;['blazer'];AN;;;ANNO ANO
blight;['blight'];AN;;;ANNO ANO
blinker;['blinker'];AN;;;ANNO ANO
blister;['blister'];AN;;;ANNO ANO
blizzard;['blizzard'];AN;;;ANNO ANO
block;['block'];AN;;;ANNO ANO
blocker;['blocker'];AN;;;ANNO ANO
blood;['blood'];AN;;;ANNO ANO
bloodflow;['bloodflow'];AN;;;ANNO ANO
bloom;['bloom'];AN;;;ANNO ANO
bloomers;['bloomers'];AN;;;ANNO ANO
blossom;['blossom'];AN;;;ANNO ANO
blouse;['blouse'];AN;;;ANNO ANO
blow;['blow'];AN;;;ANNO ANO
blowgun;['blowgun'];AN;;;ANNO ANO
blowhole;['blowhole'];AN;;;ANNO ANO
blue;['blue'];AN;;;ANNO ANO
blueberry;['blueberry'];AN;;;ANNO ANO
boar;['boar'];AN;;;ANNO ANO
board;['board'];AN;;;ANNO ANO
boat;['boat'];AN;;;ANNO ANO
boat-building;['boat-building'];AN;;;ANNO ANO
boatload;['boatload'];AN;;;ANNO ANO
boatyard;['boatyard'];AN;;;ANNO ANO
bobcat;['bobcat'];AN;;;ANNO ANO
body;['body'];AN;;;ANNO ANO
bog;['bog'];AN;;;ANNO ANO
bolero;['bolero'];AN;;;ANNO ANO
bolt;['bolt'];AN;;;ANNO ANO
bomb;['bomb'];AN;;;ANNO ANO
bomber;['bomber'];AN;;;ANNO ANO
bondsman;['bondsman'];AN;;;ANNO ANO
bone;['bone'];AN;;;ANNO ANO
bongo;['bongo'];AN;;;ANNO ANO
bonnet;['bonnet'];AN;;;ANNO ANO
bonsai;['bonsai'];AN;;;ANNO ANO
bonus;['bonus'];AN;;;ANNO ANO
boogeyman;['boogeyman'];AN;;;ANNO ANO
book;['book'];AN;;;ANNO ANO
bookcase;['bookcase'];AN;;;ANNO ANO
bookend;['bookend'];AN;;;ANNO ANO
booklet;['booklet'];AN;;;ANNO ANO
booster;['booster'];AN;;;ANNO ANO
boot;['boot'];AN;;;ANNO ANO
bootee;['bootee'];AN;;;ANNO ANO
bootie;['bootie'];AN;;;ANNO ANO
boots;['boots'];AN;;;ANNO ANO
booty;['booty'];AN;;;ANNO ANO
border;['border'];AN;;;ANNO ANO
bore;['bore'];AN;;;ANNO ANO
bosom;['bosom'];AN;;;ANNO ANO
botany;['botany'];AN;;;ANNO ANO
bottle;['bottle'];AN;;;ANNO ANO
bottling;['bottling'];AN;;;ANNO ANO
bottom;['bottom'];AN;;;ANNO ANO
bottom-line;['bottom-line'];AN;;;ANNO ANO
boudoir;['boudoir'];AN;;;ANNO ANO
bough;['bough'];AN;;;ANNO ANO
boundary;['boundary'];AN;;;ANNO ANO
bow;['bow'];AN;;;ANNO ANO
bower;['bower'];AN;;;ANNO ANO
bowl;['bowl'];AN;;;ANNO ANO
bowler;['bowler'];AN;;;ANNO ANO
bowling;['bowling'];AN;;;ANNO ANO
bowtie;['bowtie'];AN;;;ANNO ANO
box;['box'];AN;;;ANNO ANO
boxer;['boxer'];AN;;;ANNO ANO
boxspring;['boxspring'];AN;;;ANNO ANO
boy;['boy'];AN;;;ANNO ANO
bra;['bra'];AN;;;ANNO ANO
brace;['brace'];AN;;;ANNO ANO
bracelet;['bracelet'];AN;;;ANNO ANO
bracket;['bracket'];AN;;;ANNO ANO
brain;['brain'];AN;;;ANNO ANO
brake;['brake'];AN;;;ANNO ANO
branch;['branch'];AN;;;ANNO ANO
brand;['brand'];AN;;;ANNO ANO
brandy;['brandy'];AN;;;ANNO ANO
brass;['brass'];AN;;;ANNO ANO
brassiere;['brassiere'];AN;;;ANNO ANO
bratwurst;['bratwurst'];AN;;;ANNO ANO
brazil;['brazil'];AN;;;ANNO ANO
bread;['bread'];AN;;;ANNO ANO
breadcrumb;['breadcrumb'];AN;;;ANNO ANO
break;['break'];AN;;;ANNO ANO
breakfast;['breakfast'];AN;;;ANNO ANO
breakpoint;['breakpoint'];AN;;;ANNO ANO
breast;['breast'];AN;;;ANNO ANO
breastplate;['breastplate'];AN;;;ANNO ANO
breath;['breath'];AN;;;ANNO ANO
breeze;['breeze'];AN;;;ANNO ANO
brian;['brian'];AN;;;ANNO ANO
bribery;['bribery'];AN;;;ANNO ANO
brick;['brick'];AN;;;ANNO ANO
bricklaying;['bricklaying'];AN;;;ANNO ANO
bridge;['bridge'];AN;;;ANNO ANO
brief;['brief'];AN;;;ANNO ANO
briefs;['briefs'];AN;;;ANNO ANO
brilliant;['brilliant'];AN;;;ANNO ANO
british;['british'];AN;;;ANNO ANO
broccoli;['broccoli'];AN;;;ANNO ANO
brochure;['brochure'];AN;;;ANNO ANO
broiler;['broiler'];AN;;;ANNO ANO
broker;['broker'];AN;;;ANNO ANO
brome;['brome'];AN;;;ANNO ANO
bronchitis;['bronchitis'];AN;;;ANNO ANO
bronco;['bronco'];AN;;;ANNO ANO
bronze;['bronze'];AN;;;ANNO ANO
brooch;['brooch'];AN;;;ANNO ANO
brood;['brood'];AN;;;ANNO ANO
brook;['brook'];AN;;;ANNO ANO
broom;['broom'];AN;;;ANNO ANO
brother;['brother'];AN;;;ANNO ANO
brother-in-law;['brother-in-law'];AN;;;ANNO ANO
brow;['brow'];AN;;;ANNO ANO
brown;['brown'];AN;;;ANNO ANO
brush;['brush'];AN;;;ANNO ANO
brushfire;['brushfire'];AN;;;ANNO ANO
brushing;['brushing'];AN;;;ANNO ANO
bubble;['bubble'];AN;;;ANNO ANO
bucket;['bucket'];AN;;;ANNO ANO
buckle;['buckle'];AN;;;ANNO ANO
bud;['bud'];AN;;;ANNO ANO
budget;['budget'];AN;;;ANNO ANO
buffer;['buffer'];AN;;;ANNO ANO
buffet;['buffet'];AN;;;ANNO ANO
bug;['bug'];AN;;;ANNO ANO
buggy;['buggy'];AN;;;ANNO ANO
bugle;['bugle'];AN;;;ANNO ANO
building;['building'];AN;;;ANNO ANO
bulb;['bulb'];AN;;;ANNO ANO
bull;['bull'];AN;;;ANNO ANO
bulldozer;['bulldozer'];AN;;;ANNO ANO
bullet;['bullet'];AN;;;ANNO ANO
bull-fighter;['bull-fighter'];AN;;;ANNO ANO
bumper;['bumper'];AN;;;ANNO ANO
bun;['bun'];AN;;;ANNO ANO
bunch;['bunch'];AN;;;ANNO ANO
bungalow;['bungalow'];AN;;;ANNO ANO
bunghole;['bunghole'];AN;;;ANNO ANO
bunkhouse;['bunkhouse'];AN;;;ANNO ANO
burglar;['burglar'];AN;;;ANNO ANO
burlesque;['burlesque'];AN;;;ANNO ANO
burma;['burma'];AN;;;ANNO ANO
burn;['burn'];AN;;;ANNO ANO
burn-out;['burn-out'];AN;;;ANNO ANO
burst;['burst'];AN;;;ANNO ANO
bus;['bus'];AN;;;ANNO ANO
bush;['bush'];AN;;;ANNO ANO
business;['business'];AN;;;ANNO ANO
bust;['bust'];AN;;;ANNO ANO
bustle;['bustle'];AN;;;ANNO ANO
butane;['butane'];AN;;;ANNO ANO
butcher;['butcher'];AN;;;ANNO ANO
butter;['butter'];AN;;;ANNO ANO
button;['button'];AN;;;ANNO ANO
buy;['buy'];AN;;;ANNO ANO
buyer;['buyer'];AN;;;ANNO ANO
buzzard;['buzzard'];AN;;;ANNO ANO
cabana;['cabana'];AN;;;ANNO ANO
cabbage;['cabbage'];AN;;;ANNO ANO
cabin;['cabin'];AN;;;ANNO ANO
cabinet;['cabinet'];AN;;;ANNO ANO
cable;['cable'];AN;;;ANNO ANO
caboose;['caboose'];AN;;;ANNO ANO
cacao;['cacao'];AN;;;ANNO ANO
cactus;['cactus'];AN;;;ANNO ANO
caddy;['caddy'];AN;;;ANNO ANO
cadet;['cadet'];AN;;;ANNO ANO
cafe;['cafe'];AN;;;ANNO ANO
caftan;['caftan'];AN;;;ANNO ANO
cake;['cake'];AN;;;ANNO ANO
calcification;['calcification'];AN;;;ANNO ANO
calculation;['calculation'];AN;;;ANNO ANO
calculator;['calculator'];AN;;;ANNO ANO
calculus;['calculus'];AN;;;ANNO ANO
calendar;['calendar'];AN;;;ANNO ANO
calf;['calf'];AN;;;ANNO ANO
calico;['calico'];AN;;;ANNO ANO
call;['call'];AN;;;ANNO ANO
calm;['calm'];AN;;;ANNO ANO
camel;['camel'];AN;;;ANNO ANO
cameo;['cameo'];AN;;;ANNO ANO
camera;['camera'];AN;;;ANNO ANO
camp;['camp'];AN;;;ANNO ANO
campaign;['campaign'];AN;;;ANNO ANO
campanile;['campanile'];AN;;;ANNO ANO
can;['can'];AN;;;ANNO ANO
canada;['canada'];AN;;;ANNO ANO
canadian;['canadian'];AN;;;ANNO ANO
canal;['canal'];AN;;;ANNO ANO
cancel;['cancel'];AN;;;ANNO ANO
cancer;['cancer'];AN;;;ANNO ANO
candelabra;['candelabra'];AN;;;ANNO ANO
candidate;['candidate'];AN;;;ANNO ANO
candle;['candle'];AN;;;ANNO ANO
candy;['candy'];AN;;;ANNO ANO
cane;['cane'];AN;;;ANNO ANO
cannon;['cannon'];AN;;;ANNO ANO
canoe;['canoe'];AN;;;ANNO ANO
canon;['canon'];AN;;;ANNO ANO
canopy;['canopy'];AN;;;ANNO ANO
canteen;['canteen'];AN;;;ANNO ANO
canvas;['canvas'];AN;;;ANNO ANO
cap;['cap'];AN;;;ANNO ANO
cape;['cape'];AN;;;ANNO ANO
capital;['capital'];AN;;;ANNO ANO
capitulation;['capitulation'];AN;;;ANNO ANO
capon;['capon'];AN;;;ANNO ANO
