Label;Split;Style;Tags
allot;['allot'];VOS;VOV
allow;['allow'];VOS;VOV
allude to;['allude to'];VOS;VOV
allure;['allure'];VOS;VOV
ally;['ally'];VOS;VOV
alphabetize ;['alphabetize '];VOS;VOV
alphabetise ;['alphabetise '];VOS;VOV
alter;['alter'];VOS;VOV
alternate;['alternate'];VOS;VOV
amalgamate;['amalgamate'];VOS;VOV
amass;['amass'];VOS;VOV
amaze;['amaze'];VOS;VOV
amble;['amble'];VOS;VOV
ambush;['ambush'];VOS;VOV
ameliorate;['ameliorate'];VOS;VOV
amend;['amend'];VOS;VOV
mericanize ;['mericanize '];VOS;VOV
mericanise ;['mericanise '];VOS;VOV
amortize ;['amortize '];VOS;VOV
amortise ;['amortise '];VOS;VOV
amount to;['amount to'];VOS;VOV
amplify;['amplify'];VOS;VOV
amputate;['amputate'];VOS;VOV
amuse;['amuse'];VOS;VOV
analyse;['analyse'];VOS;VOV
anathematize ;['anathematize '];VOS;VOV
anathematise ;['anathematise '];VOS;VOV
anatomize ;['anatomize '];VOS;VOV
anatomise ;['anatomise '];VOS;VOV
anchor;['anchor'];VOS;VOV
anaesthetize ;['anaesthetize '];VOS;VOV
anesthetize ;['anesthetize '];VOS;VOV
anaesthetise ;['anaesthetise '];VOS;VOV
anesthetise ;['anesthetise '];VOS;VOV
anger;['anger'];VOS;VOV
angle;['angle'];VOS;VOV
anglicize ;['anglicize '];VOS;VOV
anglicise ;['anglicise '];VOS;VOV
animate;['animate'];VOS;VOV
annex;['annex'];VOS;VOV
annihilate;['annihilate'];VOS;VOV
annotate;['annotate'];VOS;VOV
announce;['announce'];VOS;VOV
annoy;['annoy'];VOS;VOV
annul;['annul'];VOS;VOV
anoint;['anoint'];VOS;VOV
answer;['answer'];VOS;VOV
antagonize ;['antagonize '];VOS;VOV
antagonise ;['antagonise '];VOS;VOV
antedate;['antedate'];VOS;VOV
anticipate;['anticipate'];VOS;VOV
ape;['ape'];VOS;VOV
apologize for ;['apologize for '];VOS;VOV
apologise for ;['apologise for '];VOS;VOV
appal ;['appal '];VOS;VOV
appall ;['appall '];VOS;VOV
appeal;['appeal'];VOS;VOV
appear;['appear'];VOS;VOV
appease;['appease'];VOS;VOV
append;['append'];VOS;VOV
appertain to;['appertain to'];VOS;VOV
applaud;['applaud'];VOS;VOV
apply;['apply'];VOS;VOV
appoint to;['appoint to'];VOS;VOV
apportion;['apportion'];VOS;VOV
appraise;['appraise'];VOS;VOV
appreciate;['appreciate'];VOS;VOV
apprehend;['apprehend'];VOS;VOV
apprentice;['apprentice'];VOS;VOV
apprise of;['apprise of'];VOS;VOV
approach;['approach'];VOS;VOV
approbate ;['approbate '];VOS;VOV
appropriate;['appropriate'];VOS;VOV
approve;['approve'];VOS;VOV
approximate to;['approximate to'];VOS;VOV
arbitrate;['arbitrate'];VOS;VOV
arc;['arc'];VOS;VOV
arch;['arch'];VOS;VOV
argue;['argue'];VOS;VOV
arise;['arise'];VOS;VOV
arm;['arm'];VOS;VOV
arouse;['arouse'];VOS;VOV
arraign;['arraign'];VOS;VOV
arrange;['arrange'];VOS;VOV
array;['array'];VOS;VOV
arrest;['arrest'];VOS;VOV
arrive;['arrive'];VOS;VOV
arrogate;['arrogate'];VOS;VOV
articulate;['articulate'];VOS;VOV
ascertain;['ascertain'];VOS;VOV
ascribe;['ascribe'];VOS;VOV
ask;['ask'];VOS;VOV
aspirate;['aspirate'];VOS;VOV
aspire to;['aspire to'];VOS;VOV
assail;['assail'];VOS;VOV
assassinate;['assassinate'];VOS;VOV
assault;['assault'];VOS;VOV
assemble;['assemble'];VOS;VOV
assent;['assent'];VOS;VOV
assert;['assert'];VOS;VOV
assess;['assess'];VOS;VOV
assign;['assign'];VOS;VOV
assimilate;['assimilate'];VOS;VOV
assist;['assist'];VOS;VOV
associate;['associate'];VOS;VOV
assort;['assort'];VOS;VOV
assume;['assume'];VOS;VOV
assure;['assure'];VOS;VOV
astonish;['astonish'];VOS;VOV
astound;['astound'];VOS;VOV
atomize ;['atomize '];VOS;VOV
atomise ;['atomise '];VOS;VOV
atone for;['atone for'];VOS;VOV
atrophy;['atrophy'];VOS;VOV
attach;['attach'];VOS;VOV
attack;['attack'];VOS;VOV
attain;['attain'];VOS;VOV
attempt;['attempt'];VOS;VOV
attend;['attend'];VOS;VOV
attenuate;['attenuate'];VOS;VOV
attest;['attest'];VOS;VOV
attire in with;['attire in with'];VOS;VOV
attract;['attract'];VOS;VOV
attribute;['attribute'];VOS;VOV
attune;['attune'];VOS;VOV
audit;['audit'];VOS;VOV
audition;['audition'];VOS;VOV
augment;['augment'];VOS;VOV
augur;['augur'];VOS;VOV
auscultate;['auscultate'];VOS;VOV
authenticate;['authenticate'];VOS;VOV
author;['author'];VOS;VOV
authorize ;['authorize '];VOS;VOV
authorise ;['authorise '];VOS;VOV
autograph;['autograph'];VOS;VOV
automate;['automate'];VOS;VOV
automatize ;['automatize '];VOS;VOV
automatise ;['automatise '];VOS;VOV
avail oneself of;['avail oneself of'];VOS;VOV
avalanche;['avalanche'];VOS;VOV
avenge;['avenge'];VOS;VOV
average;['average'];VOS;VOV
avert;['avert'];VOS;VOV
avoid;['avoid'];VOS;VOV
await;['await'];VOS;VOV
awake;['awake'];VOS;VOV
awaken;['awaken'];VOS;VOV
award;['award'];VOS;VOV
awe;['awe'];VOS;VOV
axe ;['axe '];VOS;VOV
ax ;['ax '];VOS;VOV
baa;['baa'];VOS;VOV
babble;['babble'];VOS;VOV
baby;['baby'];VOS;VOV
baby-sit;['baby-sit'];VOS;VOV
back;['back'];VOS;VOV
backdate;['backdate'];VOS;VOV
backfire;['backfire'];VOS;VOV
backpack;['backpack'];VOS;VOV
backspace;['backspace'];VOS;VOV
backtrack;['backtrack'];VOS;VOV
badger;['badger'];VOS;VOV
baffle;['baffle'];VOS;VOV
bag;['bag'];VOS;VOV
bail;['bail'];VOS;VOV
bait;['bait'];VOS;VOV
bake;['bake'];VOS;VOV
balance;['balance'];VOS;VOV
bale;['bale'];VOS;VOV
baulk ;['baulk '];VOS;VOV
balk ;['balk '];VOS;VOV
balloon;['balloon'];VOS;VOV
ballot;['ballot'];VOS;VOV
ban;['ban'];VOS;VOV
band;['band'];VOS;VOV
bandage;['bandage'];VOS;VOV
bang;['bang'];VOS;VOV
banish;['banish'];VOS;VOV
bank;['bank'];VOS;VOV
bankrupt;['bankrupt'];VOS;VOV
banter;['banter'];VOS;VOV
baptize ;['baptize '];VOS;VOV
baptise ;['baptise '];VOS;VOV
bar;['bar'];VOS;VOV
barbecue;['barbecue'];VOS;VOV
bard;['bard'];VOS;VOV
bare;['bare'];VOS;VOV
bargain;['bargain'];VOS;VOV
barge in;['barge in'];VOS;VOV
bark;['bark'];VOS;VOV
barricade;['barricade'];VOS;VOV
barter;['barter'];VOS;VOV
base;['base'];VOS;VOV
bash;['bash'];VOS;VOV
bask;['bask'];VOS;VOV
bat;['bat'];VOS;VOV
batch;['batch'];VOS;VOV
bath;['bath'];VOS;VOV
bathe;['bathe'];VOS;VOV
batter;['batter'];VOS;VOV
battle;['battle'];VOS;VOV
bawl;['bawl'];VOS;VOV
bay;['bay'];VOS;VOV
be;['be'];VOS;VOV
beach;['beach'];VOS;VOV
bead;['bead'];VOS;VOV
beam;['beam'];VOS;VOV
bear ;['bear '];VOS;VOV
bear ;['bear '];VOS;VOV
beat;['beat'];VOS;VOV
beatify;['beatify'];VOS;VOV
beautify;['beautify'];VOS;VOV
beckon;['beckon'];VOS;VOV
become;['become'];VOS;VOV
bed;['bed'];VOS;VOV
bedeck;['bedeck'];VOS;VOV
bedevil;['bedevil'];VOS;VOV
beef;['beef'];VOS;VOV
beep;['beep'];VOS;VOV
beetle;['beetle'];VOS;VOV
befall;['befall'];VOS;VOV
befit;['befit'];VOS;VOV
befriend;['befriend'];VOS;VOV
befuddle;['befuddle'];VOS;VOV
beg;['beg'];VOS;VOV
beget;['beget'];VOS;VOV
begin;['begin'];VOS;VOV
beguile;['beguile'];VOS;VOV
behave;['behave'];VOS;VOV
behead;['behead'];VOS;VOV
behold;['behold'];VOS;VOV
belch;['belch'];VOS;VOV
belie;['belie'];VOS;VOV
believe;['believe'];VOS;VOV
belittle;['belittle'];VOS;VOV
bellow;['bellow'];VOS;VOV
belong;['belong'];VOS;VOV
belt;['belt'];VOS;VOV
bemuse;['bemuse'];VOS;VOV
bend;['bend'];VOS;VOV
benefit;['benefit'];VOS;VOV
benumb;['benumb'];VOS;VOV
bequeath;['bequeath'];VOS;VOV
berate;['berate'];VOS;VOV
bereave;['bereave'];VOS;VOV
berth;['berth'];VOS;VOV
beseech;['beseech'];VOS;VOV
beset;['beset'];VOS;VOV
besiege with;['besiege with'];VOS;VOV
besmirch;['besmirch'];VOS;VOV
bespeak;['bespeak'];VOS;VOV
best at;['best at'];VOS;VOV
bestow;['bestow'];VOS;VOV
bestrew;['bestrew'];VOS;VOV
bestride;['bestride'];VOS;VOV
bet;['bet'];VOS;VOV
betray;['betray'];VOS;VOV
betroth;['betroth'];VOS;VOV
better;['better'];VOS;VOV
beware of;['beware of'];VOS;VOV
bewilder;['bewilder'];VOS;VOV
bewitch;['bewitch'];VOS;VOV
bicker;['bicker'];VOS;VOV
bicycle;['bicycle'];VOS;VOV
bid;['bid'];VOS;VOV
bifurcate;['bifurcate'];VOS;VOV
bike;['bike'];VOS;VOV
bilk;['bilk'];VOS;VOV
bill;['bill'];VOS;VOV
billet;['billet'];VOS;VOV
billow;['billow'];VOS;VOV
bind;['bind'];VOS;VOV
bisect;['bisect'];VOS;VOV
bitch;['bitch'];VOS;VOV
bite;['bite'];VOS;VOV
bivouac;['bivouac'];VOS;VOV
blab;['blab'];VOS;VOV
black;['black'];VOS;VOV
blacken;['blacken'];VOS;VOV
blacklist;['blacklist'];VOS;VOV
blackmail;['blackmail'];VOS;VOV
blame;['blame'];VOS;VOV
blanch;['blanch'];VOS;VOV
blanket;['blanket'];VOS;VOV
blare;['blare'];VOS;VOV
blaspheme;['blaspheme'];VOS;VOV
blast;['blast'];VOS;VOV
blather;['blather'];VOS;VOV
blaze;['blaze'];VOS;VOV
blazon;['blazon'];VOS;VOV
bleach;['bleach'];VOS;VOV
bleat;['bleat'];VOS;VOV
bleed;['bleed'];VOS;VOV
bleep;['bleep'];VOS;VOV
blemish;['blemish'];VOS;VOV
blend;['blend'];VOS;VOV
bless;['bless'];VOS;VOV
blight;['blight'];VOS;VOV
blind;['blind'];VOS;VOV
blindfold;['blindfold'];VOS;VOV
blink;['blink'];VOS;VOV
blister;['blister'];VOS;VOV
blitz;['blitz'];VOS;VOV
block;['block'];VOS;VOV
blockade;['blockade'];VOS;VOV
bloom;['bloom'];VOS;VOV
blossom;['blossom'];VOS;VOV
blot;['blot'];VOS;VOV
blow;['blow'];VOS;VOV
bludgeon;['bludgeon'];VOS;VOV
bluff;['bluff'];VOS;VOV
blunder;['blunder'];VOS;VOV
blunt;['blunt'];VOS;VOV
blur;['blur'];VOS;VOV
blurt;['blurt'];VOS;VOV
blush;['blush'];VOS;VOV
bluster;['bluster'];VOS;VOV
board;['board'];VOS;VOV
boast;['boast'];VOS;VOV
boat;['boat'];VOS;VOV
bob;['bob'];VOS;VOV
bodge;['bodge'];VOS;VOV
bog;['bog'];VOS;VOV
boggle;['boggle'];VOS;VOV
boil;['boil'];VOS;VOV
bolster;['bolster'];VOS;VOV
bolt;['bolt'];VOS;VOV
bomb;['bomb'];VOS;VOV
bombard;['bombard'];VOS;VOV
bond;['bond'];VOS;VOV
bone;['bone'];VOS;VOV
boo at;['boo at'];VOS;VOV
boob;['boob'];VOS;VOV
book;['book'];VOS;VOV
boom;['boom'];VOS;VOV
boomerang;['boomerang'];VOS;VOV
boost;['boost'];VOS;VOV
boot;['boot'];VOS;VOV
bootleg;['bootleg'];VOS;VOV
border;['border'];VOS;VOV
bore;['bore'];VOS;VOV
borrow from;['borrow from'];VOS;VOV
boss;['boss'];VOS;VOV
botanize ;['botanize '];VOS;VOV
botanise ;['botanise '];VOS;VOV
botch;['botch'];VOS;VOV
bother;['bother'];VOS;VOV
bottle;['bottle'];VOS;VOV
bottle-feed;['bottle-feed'];VOS;VOV
bottom;['bottom'];VOS;VOV
bounce;['bounce'];VOS;VOV
bound;['bound'];VOS;VOV
bow;['bow'];VOS;VOV
bowl;['bowl'];VOS;VOV
box;['box'];VOS;VOV
brace;['brace'];VOS;VOV
bracket;['bracket'];VOS;VOV
brag;['brag'];VOS;VOV
brake;['brake'];VOS;VOV
branch;['branch'];VOS;VOV
brand;['brand'];VOS;VOV
brandish;['brandish'];VOS;VOV
brave;['brave'];VOS;VOV
brawl;['brawl'];VOS;VOV
breach;['breach'];VOS;VOV
break;['break'];VOS;VOV
breakfast;['breakfast'];VOS;VOV
breast-feed;['breast-feed'];VOS;VOV
breathalyse ;['breathalyse '];VOS;VOV
breathalyze;['breathalyze'];VOS;VOV
breathe;['breathe'];VOS;VOV
breed;['breed'];VOS;VOV
breeze;['breeze'];VOS;VOV
brew;['brew'];VOS;VOV
bribe;['bribe'];VOS;VOV
brick in;['brick in'];VOS;VOV
brick off;['brick off'];VOS;VOV
brick up;['brick up'];VOS;VOV
bridge;['bridge'];VOS;VOV
bridle;['bridle'];VOS;VOV
brief;['brief'];VOS;VOV
brighten;['brighten'];VOS;VOV
brim;['brim'];VOS;VOV
bring;['bring'];VOS;VOV
bristle;['bristle'];VOS;VOV
broach;['broach'];VOS;VOV
broadcast;['broadcast'];VOS;VOV
broaden;['broaden'];VOS;VOV
broil;['broil'];VOS;VOV
bronze;['bronze'];VOS;VOV
brood;['brood'];VOS;VOV
browbeat;['browbeat'];VOS;VOV
brown;['brown'];VOS;VOV
browse;['browse'];VOS;VOV
bruise;['bruise'];VOS;VOV
brush;['brush'];VOS;VOV
brutalize ;['brutalize '];VOS;VOV
brutalise ;['brutalise '];VOS;VOV
bubble;['bubble'];VOS;VOV
buck;['buck'];VOS;VOV
buckle;['buckle'];VOS;VOV
bud;['bud'];VOS;VOV
budge;['budge'];VOS;VOV
budget;['budget'];VOS;VOV
buffer;['buffer'];VOS;VOV
bug;['bug'];VOS;VOV
build;['build'];VOS;VOV
bulge;['bulge'];VOS;VOV
bulk up;['bulk up'];VOS;VOV
bulldoze;['bulldoze'];VOS;VOV
bully;['bully'];VOS;VOV
bum;['bum'];VOS;VOV
bump;['bump'];VOS;VOV
bunch;['bunch'];VOS;VOV
bundle;['bundle'];VOS;VOV
bungle;['bungle'];VOS;VOV
bunk;['bunk'];VOS;VOV
buoy;['buoy'];VOS;VOV
burble;['burble'];VOS;VOV
burden;['burden'];VOS;VOV
burgeon;['burgeon'];VOS;VOV
burglarize ;['burglarize '];VOS;VOV
burglarise ;['burglarise '];VOS;VOV
burgle;['burgle'];VOS;VOV
burn ;['burn '];VOS;VOV
burn ;['burn '];VOS;VOV
burnish;['burnish'];VOS;VOV
burp;['burp'];VOS;VOV
burrow;['burrow'];VOS;VOV
burst ;['burst '];VOS;VOV
burst ;['burst '];VOS;VOV
bury;['bury'];VOS;VOV
bus;['bus'];VOS;VOV
busk;['busk'];VOS;VOV
bust ;['bust '];VOS;VOV
bust ;['bust '];VOS;VOV
bustle;['bustle'];VOS;VOV
busy;['busy'];VOS;VOV
butcher;['butcher'];VOS;VOV
butt;['butt'];VOS;VOV
butter;['butter'];VOS;VOV
button;['button'];VOS;VOV
buttress;['buttress'];VOS;VOV
buy;['buy'];VOS;VOV
buzz;['buzz'];VOS;VOV
bypass;['bypass'];VOS;VOV
cable;['cable'];VOS;VOV
cache;['cache'];VOS;VOV
cackle;['cackle'];VOS;VOV
cage;['cage'];VOS;VOV
cajole;['cajole'];VOS;VOV
calculate;['calculate'];VOS;VOV
calibrate;['calibrate'];VOS;VOV
calk;['calk'];VOS;VOV
call;['call'];VOS;VOV
calm down;['calm down'];VOS;VOV
camp;['camp'];VOS;VOV
can ;['can '];VOS;VOV
can food ;['can food '];VOS;VOV
canalize ;['canalize '];VOS;VOV
canalise ;['canalise '];VOS;VOV
cancel ;['cancel '];VOS;VOV
cancel ;['cancel '];VOS;VOV
cane;['cane'];VOS;VOV
cannibalize ;['cannibalize '];VOS;VOV
cannibalise ;['cannibalise '];VOS;VOV
canonize ;['canonize '];VOS;VOV
canonise ;['canonise '];VOS;VOV
cant;['cant'];VOS;VOV
canvass;['canvass'];VOS;VOV
cap;['cap'];VOS;VOV
caper;['caper'];VOS;VOV
capitalize ;['capitalize '];VOS;VOV
capitalise ;['capitalise '];VOS;VOV
capitulate;['capitulate'];VOS;VOV
capsize ;['capsize '];VOS;VOV
capsise ;['capsise '];VOS;VOV
captain;['captain'];VOS;VOV
caption;['caption'];VOS;VOV
captivate;['captivate'];VOS;VOV
capture;['capture'];VOS;VOV
care;['care'];VOS;VOV
career;['career'];VOS;VOV
carp;['carp'];VOS;VOV
carpet;['carpet'];VOS;VOV
carry;['carry'];VOS;VOV
cart;['cart'];VOS;VOV
carve;['carve'];VOS;VOV
cascade;['cascade'];VOS;VOV
case;['case'];VOS;VOV
cash;['cash'];VOS;VOV
cast;['cast'];VOS;VOV
castigate;['castigate'];VOS;VOV
castrate;['castrate'];VOS;VOV
catapult;['catapult'];VOS;VOV
catch;['catch'];VOS;VOV
categorize ;['categorize '];VOS;VOV
categorise ;['categorise '];VOS;VOV
cater;['cater'];VOS;VOV
catnap;['catnap'];VOS;VOV
cause;['cause'];VOS;VOV
cauterize ;['cauterize '];VOS;VOV
cauterise ;['cauterise '];VOS;VOV
caution;['caution'];VOS;VOV
cave;['cave'];VOS;VOV
cavil;['cavil'];VOS;VOV
cavort;['cavort'];VOS;VOV
cease;['cease'];VOS;VOV
celebrate;['celebrate'];VOS;VOV
cement;['cement'];VOS;VOV
censor;['censor'];VOS;VOV
censure;['censure'];VOS;VOV
center;['center'];VOS;VOV
centralize ;['centralize '];VOS;VOV
centralise ;['centralise '];VOS;VOV
centre;['centre'];VOS;VOV
certify;['certify'];VOS;VOV
chain;['chain'];VOS;VOV
chain-smoke;['chain-smoke'];VOS;VOV
chair;['chair'];VOS;VOV
chalk;['chalk'];VOS;VOV
challenge;['challenge'];VOS;VOV
champion;['champion'];VOS;VOV
chance;['chance'];VOS;VOV
change;['change'];VOS;VOV
channel;['channel'];VOS;VOV
chant;['chant'];VOS;VOV
char;['char'];VOS;VOV
charge;['charge'];VOS;VOV
charm;['charm'];VOS;VOV
chart;['chart'];VOS;VOV
charter;['charter'];VOS;VOV
chase;['chase'];VOS;VOV
chasten;['chasten'];VOS;VOV
chastise;['chastise'];VOS;VOV
chat;['chat'];VOS;VOV
chatter;['chatter'];VOS;VOV
cheapen;['cheapen'];VOS;VOV
cheat;['cheat'];VOS;VOV
check;['check'];VOS;VOV
checkmate;['checkmate'];VOS;VOV
cheek;['cheek'];VOS;VOV
cheep;['cheep'];VOS;VOV
cheer;['cheer'];VOS;VOV
chequer ;['chequer '];VOS;VOV
checker ;['checker '];VOS;VOV
cherish;['cherish'];VOS;VOV
chevy;['chevy'];VOS;VOV
chew;['chew'];VOS;VOV
chide;['chide'];VOS;VOV
chill;['chill'];VOS;VOV
chime;['chime'];VOS;VOV
chip;['chip'];VOS;VOV
chirp;['chirp'];VOS;VOV
chisel;['chisel'];VOS;VOV
chivy fam ;['chivy fam '];VOS;VOV
chivvy fam ;['chivvy fam '];VOS;VOV
choke;['choke'];VOS;VOV
chomp;['chomp'];VOS;VOV
choose;['choose'];VOS;VOV
chop;['chop'];VOS;VOV
chortle;['chortle'];VOS;VOV
chorus;['chorus'];VOS;VOV
christen;['christen'];VOS;VOV
chronicle;['chronicle'];VOS;VOV
chuck;['chuck'];VOS;VOV
chuckle;['chuckle'];VOS;VOV
chug;['chug'];VOS;VOV
churn;['churn'];VOS;VOV
cipher;['cipher'];VOS;VOV
circle;['circle'];VOS;VOV
circulate;['circulate'];VOS;VOV
circumcise;['circumcise'];VOS;VOV
circumnavigate;['circumnavigate'];VOS;VOV
circumscribe;['circumscribe'];VOS;VOV
circumvent;['circumvent'];VOS;VOV
cite;['cite'];VOS;VOV
civilize ;['civilize '];VOS;VOV
civilise ;['civilise '];VOS;VOV
clack;['clack'];VOS;VOV
claim;['claim'];VOS;VOV
clamber;['clamber'];VOS;VOV
clamour ;['clamour '];VOS;VOV
clamor ;['clamor '];VOS;VOV
clamp;['clamp'];VOS;VOV
clank;['clank'];VOS;VOV
clap;['clap'];VOS;VOV
clarify;['clarify'];VOS;VOV
clash;['clash'];VOS;VOV
clasp;['clasp'];VOS;VOV
class;['class'];VOS;VOV
classify;['classify'];VOS;VOV
clatter;['clatter'];VOS;VOV
claw;['claw'];VOS;VOV
clean;['clean'];VOS;VOV
cleanse;['cleanse'];VOS;VOV
clear;['clear'];VOS;VOV
cleave;['cleave'];VOS;VOV
clench;['clench'];VOS;VOV
clerk;['clerk'];VOS;VOV
click;['click'];VOS;VOV
climb;['climb'];VOS;VOV
cling to;['cling to'];VOS;VOV
clink;['clink'];VOS;VOV
clip;['clip'];VOS;VOV
clobber;['clobber'];VOS;VOV
clock;['clock'];VOS;VOV
clog;['clog'];VOS;VOV
clone;['clone'];VOS;VOV
close;['close'];VOS;VOV
clot;['clot'];VOS;VOV
clothe;['clothe'];VOS;VOV
cloud;['cloud'];VOS;VOV
clout;['clout'];VOS;VOV
clown about;['clown about'];VOS;VOV
clown around;['clown around'];VOS;VOV
club;['club'];VOS;VOV
clump;['clump'];VOS;VOV
cluster;['cluster'];VOS;VOV
clutch;['clutch'];VOS;VOV
clutter;['clutter'];VOS;VOV
co-star;['co-star'];VOS;VOV
coach;['coach'];VOS;VOV
coagulate;['coagulate'];VOS;VOV
coalesce;['coalesce'];VOS;VOV
coarsen;['coarsen'];VOS;VOV
coast;['coast'];VOS;VOV
coat;['coat'];VOS;VOV
coax;['coax'];VOS;VOV
cobble;['cobble'];VOS;VOV
cocoon;['cocoon'];VOS;VOV
coddle;['coddle'];VOS;VOV
code;['code'];VOS;VOV
codify;['codify'];VOS;VOV
coerce;['coerce'];VOS;VOV
coexist;['coexist'];VOS;VOV
cogitate;['cogitate'];VOS;VOV
cohabit;['cohabit'];VOS;VOV
coil;['coil'];VOS;VOV
coin;['coin'];VOS;VOV
coincide;['coincide'];VOS;VOV
cold-shoulder someone;['cold-shoulder someone'];VOS;VOV
collaborate;['collaborate'];VOS;VOV
collapse;['collapse'];VOS;VOV
collar;['collar'];VOS;VOV
collate;['collate'];VOS;VOV
collect;['collect'];VOS;VOV
collide;['collide'];VOS;VOV
colonize ;['colonize '];VOS;VOV
colonise ;['colonise '];VOS;VOV
colour ;['colour '];VOS;VOV
color ;['color '];VOS;VOV
comb;['comb'];VOS;VOV
combat;['combat'];VOS;VOV
combine with;['combine with'];VOS;VOV
come;['come'];VOS;VOV
comfort;['comfort'];VOS;VOV
command;['command'];VOS;VOV
commandeer;['commandeer'];VOS;VOV
commemorate;['commemorate'];VOS;VOV
commence;['commence'];VOS;VOV
commend;['commend'];VOS;VOV
comment;['comment'];VOS;VOV
commercialize ;['commercialize '];VOS;VOV
commercialise ;['commercialise '];VOS;VOV
commiserate with;['commiserate with'];VOS;VOV
commission;['commission'];VOS;VOV
commit;['commit'];VOS;VOV
commune with;['commune with'];VOS;VOV
communicate;['communicate'];VOS;VOV
commute;['commute'];VOS;VOV
