Label;Split;Style;Tags
affiliating;['affiliating'];AN;ANINGV
affirming;['affirming'];AN;ANINGV
affixing;['affixing'];AN;ANINGV
afflicting;['afflicting'];AN;ANINGV
affording;['affording'];AN;ANINGV
afforesting;['afforesting'];AN;ANINGV
affronting;['affronting'];AN;ANINGV
agglomerating;['agglomerating'];AN;ANINGV
agglutinating;['agglutinating'];AN;ANINGV
aggravating;['aggravating'];AN;ANINGV
aggregating;['aggregating'];AN;ANINGV
aging;['aging'];AN;ANINGV
agitating;['agitating'];AN;ANINGV
agonizing;['agonizing'];AN;ANINGV
agreeing;['agreeing'];AN;ANINGV
aiding;['aiding'];AN;ANINGV
ailing;['ailing'];AN;ANINGV
aiming;['aiming'];AN;ANINGV
airing;['airing'];AN;ANINGV
airmailing;['airmailing'];AN;ANINGV
alarming;['alarming'];AN;ANINGV
alcoholizing;['alcoholizing'];AN;ANINGV
alerting;['alerting'];AN;ANINGV
alienating;['alienating'];AN;ANINGV
alighting;['alighting'];AN;ANINGV
allaying;['allaying'];AN;ANINGV
alleging;['alleging'];AN;ANINGV
alleviating;['alleviating'];AN;ANINGV
allocating;['allocating'];AN;ANINGV
allotting;['allotting'];AN;ANINGV
allowing;['allowing'];AN;ANINGV
alluding;['alluding'];AN;ANINGV
alluring;['alluring'];AN;ANINGV
allying;['allying'];AN;ANINGV
alphabetizing;['alphabetizing'];AN;ANINGV
altering;['altering'];AN;ANINGV
alternating;['alternating'];AN;ANINGV
amalgamating;['amalgamating'];AN;ANINGV
amassing;['amassing'];AN;ANINGV
amazing;['amazing'];AN;ANINGV
ambling;['ambling'];AN;ANINGV
ambushing;['ambushing'];AN;ANINGV
ameliorating;['ameliorating'];AN;ANINGV
amending;['amending'];AN;ANINGV
amortizing;['amortizing'];AN;ANINGV
amounting;['amounting'];AN;ANINGV
amplifying;['amplifying'];AN;ANINGV
amputating;['amputating'];AN;ANINGV
amusing;['amusing'];AN;ANINGV
anathematizing;['anathematizing'];AN;ANINGV
anatomizing;['anatomizing'];AN;ANINGV
anchoring;['anchoring'];AN;ANINGV
anesthetizing;['anesthetizing'];AN;ANINGV
angering;['angering'];AN;ANINGV
anglicizing;['anglicizing'];AN;ANINGV
angling;['angling'];AN;ANINGV
animating;['animating'];AN;ANINGV
annexing;['annexing'];AN;ANINGV
annihilating;['annihilating'];AN;ANINGV
annotating;['annotating'];AN;ANINGV
announcing;['announcing'];AN;ANINGV
annoying;['annoying'];AN;ANINGV
annulling;['annulling'];AN;ANINGV
anointing;['anointing'];AN;ANINGV
answering;['answering'];AN;ANINGV
antagonizing;['antagonizing'];AN;ANINGV
antedating;['antedating'];AN;ANINGV
anticipating;['anticipating'];AN;ANINGV
aping;['aping'];AN;ANINGV
apologizing;['apologizing'];AN;ANINGV
appalling;['appalling'];AN;ANINGV
appealing;['appealing'];AN;ANINGV
appearing;['appearing'];AN;ANINGV
appeasing;['appeasing'];AN;ANINGV
appending;['appending'];AN;ANINGV
appertaining;['appertaining'];AN;ANINGV
applauding;['applauding'];AN;ANINGV
applying;['applying'];AN;ANINGV
appointing;['appointing'];AN;ANINGV
apportioning;['apportioning'];AN;ANINGV
appraising;['appraising'];AN;ANINGV
appreciating;['appreciating'];AN;ANINGV
apprehending;['apprehending'];AN;ANINGV
apprenticing;['apprenticing'];AN;ANINGV
approaching;['approaching'];AN;ANINGV
approbating;['approbating'];AN;ANINGV
appropriating;['appropriating'];AN;ANINGV
approving;['approving'];AN;ANINGV
approximating;['approximating'];AN;ANINGV
arbitrating;['arbitrating'];AN;ANINGV
arching;['arching'];AN;ANINGV
arcking;['arcking'];AN;ANINGV
arguing;['arguing'];AN;ANINGV
arising;['arising'];AN;ANINGV
arming;['arming'];AN;ANINGV
arousing;['arousing'];AN;ANINGV
arraigning;['arraigning'];AN;ANINGV
arranging;['arranging'];AN;ANINGV
arraying;['arraying'];AN;ANINGV
arresting;['arresting'];AN;ANINGV
arriving;['arriving'];AN;ANINGV
arrogating;['arrogating'];AN;ANINGV
articulating;['articulating'];AN;ANINGV
ascertaining;['ascertaining'];AN;ANINGV
ascribing;['ascribing'];AN;ANINGV
asking;['asking'];AN;ANINGV
aspirating;['aspirating'];AN;ANINGV
aspiring;['aspiring'];AN;ANINGV
assailing;['assailing'];AN;ANINGV
assassinating;['assassinating'];AN;ANINGV
assaulting;['assaulting'];AN;ANINGV
assembling;['assembling'];AN;ANINGV
assenting;['assenting'];AN;ANINGV
asserting;['asserting'];AN;ANINGV
assessing;['assessing'];AN;ANINGV
assigning;['assigning'];AN;ANINGV
assimilating;['assimilating'];AN;ANINGV
assisting;['assisting'];AN;ANINGV
associating;['associating'];AN;ANINGV
assorting;['assorting'];AN;ANINGV
assuming;['assuming'];AN;ANINGV
assuring;['assuring'];AN;ANINGV
astonishing;['astonishing'];AN;ANINGV
astounding;['astounding'];AN;ANINGV
atomizing;['atomizing'];AN;ANINGV
atoning;['atoning'];AN;ANINGV
atrophying;['atrophying'];AN;ANINGV
attaching;['attaching'];AN;ANINGV
attacking;['attacking'];AN;ANINGV
attaining;['attaining'];AN;ANINGV
attempting;['attempting'];AN;ANINGV
attending;['attending'];AN;ANINGV
attenuating;['attenuating'];AN;ANINGV
attesting;['attesting'];AN;ANINGV
attiring;['attiring'];AN;ANINGV
attracting;['attracting'];AN;ANINGV
attributing;['attributing'];AN;ANINGV
attuning;['attuning'];AN;ANINGV
auditing;['auditing'];AN;ANINGV
auditioning;['auditioning'];AN;ANINGV
augmenting;['augmenting'];AN;ANINGV
auguring;['auguring'];AN;ANINGV
auscultating;['auscultating'];AN;ANINGV
authenticating;['authenticating'];AN;ANINGV
authorizing;['authorizing'];AN;ANINGV
autographing;['autographing'];AN;ANINGV
automating;['automating'];AN;ANINGV
automatizing;['automatizing'];AN;ANINGV
availing;['availing'];AN;ANINGV
avalanching;['avalanching'];AN;ANINGV
avenging;['avenging'];AN;ANINGV
averaging;['averaging'];AN;ANINGV
averting;['averting'];AN;ANINGV
avoiding;['avoiding'];AN;ANINGV
awaiting;['awaiting'];AN;ANINGV
awakening;['awakening'];AN;ANINGV
awaking;['awaking'];AN;ANINGV
awarding;['awarding'];AN;ANINGV
awing;['awing'];AN;ANINGV
axing;['axing'];AN;ANINGV
baaing;['baaing'];AN;ANINGV
babbling;['babbling'];AN;ANINGV
babying;['babying'];AN;ANINGV
backdating;['backdating'];AN;ANINGV
backfiring;['backfiring'];AN;ANINGV
backing;['backing'];AN;ANINGV
backspacing;['backspacing'];AN;ANINGV
backtracking;['backtracking'];AN;ANINGV
badgering;['badgering'];AN;ANINGV
baffling;['baffling'];AN;ANINGV
bagging;['bagging'];AN;ANINGV
bailing;['bailing'];AN;ANINGV
baiting;['baiting'];AN;ANINGV
baking;['baking'];AN;ANINGV
balancing;['balancing'];AN;ANINGV
baling;['baling'];AN;ANINGV
ballooning;['ballooning'];AN;ANINGV
balloting;['balloting'];AN;ANINGV
bandaging;['bandaging'];AN;ANINGV
banding;['banding'];AN;ANINGV
banging;['banging'];AN;ANINGV
banishing;['banishing'];AN;ANINGV
banking;['banking'];AN;ANINGV
bankrupting;['bankrupting'];AN;ANINGV
banning;['banning'];AN;ANINGV
bantering;['bantering'];AN;ANINGV
baptizing;['baptizing'];AN;ANINGV
bargaining;['bargaining'];AN;ANINGV
barging;['barging'];AN;ANINGV
baring;['baring'];AN;ANINGV
barking;['barking'];AN;ANINGV
barricading;['barricading'];AN;ANINGV
barring;['barring'];AN;ANINGV
bartering;['bartering'];AN;ANINGV
bashing;['bashing'];AN;ANINGV
basing;['basing'];AN;ANINGV
basking;['basking'];AN;ANINGV
batching;['batching'];AN;ANINGV
bathing;['bathing'];AN;ANINGV
battering;['battering'];AN;ANINGV
batting;['batting'];AN;ANINGV
battling;['battling'];AN;ANINGV
baulking;['baulking'];AN;ANINGV
bawling;['bawling'];AN;ANINGV
baying;['baying'];AN;ANINGV
beaching;['beaching'];AN;ANINGV
beading;['beading'];AN;ANINGV
beaming;['beaming'];AN;ANINGV
bearing;['bearing'];AN;ANINGV
bearing;['bearing'];AN;ANINGV
beatifying;['beatifying'];AN;ANINGV
beating;['beating'];AN;ANINGV
beautifying;['beautifying'];AN;ANINGV
beckoning;['beckoning'];AN;ANINGV
becoming;['becoming'];AN;ANINGV
bedding;['bedding'];AN;ANINGV
bedecking;['bedecking'];AN;ANINGV
bedevilling;['bedevilling'];AN;ANINGV
beefing;['beefing'];AN;ANINGV
beeping;['beeping'];AN;ANINGV
beetling;['beetling'];AN;ANINGV
befalling;['befalling'];AN;ANINGV
befitting;['befitting'];AN;ANINGV
befriending;['befriending'];AN;ANINGV
befuddling;['befuddling'];AN;ANINGV
begetting;['begetting'];AN;ANINGV
begging;['begging'];AN;ANINGV
beginning;['beginning'];AN;ANINGV
beguiling;['beguiling'];AN;ANINGV
behaving;['behaving'];AN;ANINGV
beheading;['beheading'];AN;ANINGV
beholding;['beholding'];AN;ANINGV
being;['being'];AN;ANINGV
belching;['belching'];AN;ANINGV
believing;['believing'];AN;ANINGV
belittling;['belittling'];AN;ANINGV
bellowing;['bellowing'];AN;ANINGV
belonging;['belonging'];AN;ANINGV
belting;['belting'];AN;ANINGV
belying;['belying'];AN;ANINGV
bemusing;['bemusing'];AN;ANINGV
bending;['bending'];AN;ANINGV
benefiting;['benefiting'];AN;ANINGV
benumbing;['benumbing'];AN;ANINGV
bequeathing;['bequeathing'];AN;ANINGV
berating;['berating'];AN;ANINGV
bereaving;['bereaving'];AN;ANINGV
berthing;['berthing'];AN;ANINGV
beseeching;['beseeching'];AN;ANINGV
besetting;['besetting'];AN;ANINGV
besieging;['besieging'];AN;ANINGV
besmirching;['besmirching'];AN;ANINGV
bespeaking;['bespeaking'];AN;ANINGV
besting;['besting'];AN;ANINGV
bestowing;['bestowing'];AN;ANINGV
bestrewing;['bestrewing'];AN;ANINGV
bestriding;['bestriding'];AN;ANINGV
betraying;['betraying'];AN;ANINGV
betrothing;['betrothing'];AN;ANINGV
betting;['betting'];AN;ANINGV
bewaring;['bewaring'];AN;ANINGV
bewildering;['bewildering'];AN;ANINGV
bewitching;['bewitching'];AN;ANINGV
bickering;['bickering'];AN;ANINGV
bicycling;['bicycling'];AN;ANINGV
bidding;['bidding'];AN;ANINGV
bifurcating;['bifurcating'];AN;ANINGV
biking;['biking'];AN;ANINGV
bilking;['bilking'];AN;ANINGV
billeting;['billeting'];AN;ANINGV
billing;['billing'];AN;ANINGV
binding;['binding'];AN;ANINGV
bisecting;['bisecting'];AN;ANINGV
bitching;['bitching'];AN;ANINGV
biting;['biting'];AN;ANINGV
bivouacking;['bivouacking'];AN;ANINGV
blabbing;['blabbing'];AN;ANINGV
blacking;['blacking'];AN;ANINGV
blacklisting;['blacklisting'];AN;ANINGV
blackmailing;['blackmailing'];AN;ANINGV
blaming;['blaming'];AN;ANINGV
blanching;['blanching'];AN;ANINGV
blanketing;['blanketing'];AN;ANINGV
blaring;['blaring'];AN;ANINGV
blaspheming;['blaspheming'];AN;ANINGV
blasting;['blasting'];AN;ANINGV
blathering;['blathering'];AN;ANINGV
blazing;['blazing'];AN;ANINGV
blazoning;['blazoning'];AN;ANINGV
bleaching;['bleaching'];AN;ANINGV
bleating;['bleating'];AN;ANINGV
bleeding;['bleeding'];AN;ANINGV
bleeping;['bleeping'];AN;ANINGV
blemishing;['blemishing'];AN;ANINGV
blending;['blending'];AN;ANINGV
blessing;['blessing'];AN;ANINGV
blighting;['blighting'];AN;ANINGV
blindfolding;['blindfolding'];AN;ANINGV
blinding;['blinding'];AN;ANINGV
blinking;['blinking'];AN;ANINGV
blistering;['blistering'];AN;ANINGV
blitzing;['blitzing'];AN;ANINGV
blockading;['blockading'];AN;ANINGV
blocking;['blocking'];AN;ANINGV
blooming;['blooming'];AN;ANINGV
blossoming;['blossoming'];AN;ANINGV
blotting;['blotting'];AN;ANINGV
blowing;['blowing'];AN;ANINGV
bludgeoning;['bludgeoning'];AN;ANINGV
bluffing;['bluffing'];AN;ANINGV
blundering;['blundering'];AN;ANINGV
blunting;['blunting'];AN;ANINGV
blurring;['blurring'];AN;ANINGV
blurting;['blurting'];AN;ANINGV
blushing;['blushing'];AN;ANINGV
blustering;['blustering'];AN;ANINGV
boarding;['boarding'];AN;ANINGV
boasting;['boasting'];AN;ANINGV
boating;['boating'];AN;ANINGV
bobbing;['bobbing'];AN;ANINGV
bodging;['bodging'];AN;ANINGV
boggling;['boggling'];AN;ANINGV
boiling;['boiling'];AN;ANINGV
bolstering;['bolstering'];AN;ANINGV
bombarding;['bombarding'];AN;ANINGV
bombing;['bombing'];AN;ANINGV
bonding;['bonding'];AN;ANINGV
boning;['boning'];AN;ANINGV
boobing;['boobing'];AN;ANINGV
booing;['booing'];AN;ANINGV
booking;['booking'];AN;ANINGV
boomeranging;['boomeranging'];AN;ANINGV
booming;['booming'];AN;ANINGV
boosting;['boosting'];AN;ANINGV
booting;['booting'];AN;ANINGV
bootlegging;['bootlegging'];AN;ANINGV
bordering;['bordering'];AN;ANINGV
boring;['boring'];AN;ANINGV
borrowing;['borrowing'];AN;ANINGV
bossing;['bossing'];AN;ANINGV
botanizing;['botanizing'];AN;ANINGV
botching;['botching'];AN;ANINGV
bothering;['bothering'];AN;ANINGV
bottling;['bottling'];AN;ANINGV
bottoming;['bottoming'];AN;ANINGV
bouncing;['bouncing'];AN;ANINGV
bowing;['bowing'];AN;ANINGV
bowling;['bowling'];AN;ANINGV
boxing;['boxing'];AN;ANINGV
bracing;['bracing'];AN;ANINGV
bracketing;['bracketing'];AN;ANINGV
bragging;['bragging'];AN;ANINGV
braking;['braking'];AN;ANINGV
branching;['branching'];AN;ANINGV
branding;['branding'];AN;ANINGV
brandishing;['brandishing'];AN;ANINGV
braving;['braving'];AN;ANINGV
brawling;['brawling'];AN;ANINGV
breaching;['breaching'];AN;ANINGV
breakfasting;['breakfasting'];AN;ANINGV
breaking;['breaking'];AN;ANINGV
breathalyzing;['breathalyzing'];AN;ANINGV
breathing;['breathing'];AN;ANINGV
breeding;['breeding'];AN;ANINGV
breezing;['breezing'];AN;ANINGV
brewing;['brewing'];AN;ANINGV
bribing;['bribing'];AN;ANINGV
bricking;['bricking'];AN;ANINGV
bricking;['bricking'];AN;ANINGV
bricking;['bricking'];AN;ANINGV
bridging;['bridging'];AN;ANINGV
bridling;['bridling'];AN;ANINGV
briefing;['briefing'];AN;ANINGV
brightening;['brightening'];AN;ANINGV
brimming;['brimming'];AN;ANINGV
bringing;['bringing'];AN;ANINGV
bristling;['bristling'];AN;ANINGV
broaching;['broaching'];AN;ANINGV
broadcasting;['broadcasting'];AN;ANINGV
broadening;['broadening'];AN;ANINGV
broiling;['broiling'];AN;ANINGV
bronzing;['bronzing'];AN;ANINGV
brooding;['brooding'];AN;ANINGV
browbeating;['browbeating'];AN;ANINGV
browning;['browning'];AN;ANINGV
browsing;['browsing'];AN;ANINGV
bruising;['bruising'];AN;ANINGV
brushing;['brushing'];AN;ANINGV
brutalizing;['brutalizing'];AN;ANINGV
bubbling;['bubbling'];AN;ANINGV
bucking;['bucking'];AN;ANINGV
buckling;['buckling'];AN;ANINGV
budding;['budding'];AN;ANINGV
budgeting;['budgeting'];AN;ANINGV
budging;['budging'];AN;ANINGV
buffing;['buffing'];AN;ANINGV
bugging;['bugging'];AN;ANINGV
building;['building'];AN;ANINGV
bulging;['bulging'];AN;ANINGV
bulking;['bulking'];AN;ANINGV
bulldozing;['bulldozing'];AN;ANINGV
bullying;['bullying'];AN;ANINGV
bumming;['bumming'];AN;ANINGV
bumping;['bumping'];AN;ANINGV
bunching;['bunching'];AN;ANINGV
bundling;['bundling'];AN;ANINGV
bungling;['bungling'];AN;ANINGV
bunking;['bunking'];AN;ANINGV
buoying;['buoying'];AN;ANINGV
burbling;['burbling'];AN;ANINGV
burdening;['burdening'];AN;ANINGV
burgeoning;['burgeoning'];AN;ANINGV
burglarizing;['burglarizing'];AN;ANINGV
burgling;['burgling'];AN;ANINGV
burning;['burning'];AN;ANINGV
burning;['burning'];AN;ANINGV
burnishing;['burnishing'];AN;ANINGV
burping;['burping'];AN;ANINGV
burrowing;['burrowing'];AN;ANINGV
bursting;['bursting'];AN;ANINGV
bursting;['bursting'];AN;ANINGV
burying;['burying'];AN;ANINGV
busking;['busking'];AN;ANINGV
bussing;['bussing'];AN;ANINGV
busting;['busting'];AN;ANINGV
busting;['busting'];AN;ANINGV
bustling;['bustling'];AN;ANINGV
busying;['busying'];AN;ANINGV
butchering;['butchering'];AN;ANINGV
buttering;['buttering'];AN;ANINGV
butting;['butting'];AN;ANINGV
buttoning;['buttoning'];AN;ANINGV
buttressing;['buttressing'];AN;ANINGV
buying;['buying'];AN;ANINGV
buzzing;['buzzing'];AN;ANINGV
by-passing;['by-passing'];AN;ANINGV
cabling;['cabling'];AN;ANINGV
cackling;['cackling'];AN;ANINGV
caging;['caging'];AN;ANINGV
cajoling;['cajoling'];AN;ANINGV
calculating;['calculating'];AN;ANINGV
calibrating;['calibrating'];AN;ANINGV
calking;['calking'];AN;ANINGV
calling;['calling'];AN;ANINGV
calming;['calming'];AN;ANINGV
campaigning;['campaigning'];AN;ANINGV
camping;['camping'];AN;ANINGV
canalizing;['canalizing'];AN;ANINGV
cancelling;['cancelling'];AN;ANINGV
cancelling;['cancelling'];AN;ANINGV
caning;['caning'];AN;ANINGV
cannibalizing;['cannibalizing'];AN;ANINGV
canonizing;['canonizing'];AN;ANINGV
canvassing;['canvassing'];AN;ANINGV
capering;['capering'];AN;ANINGV
capitalizing;['capitalizing'];AN;ANINGV
capitulating;['capitulating'];AN;ANINGV
capping;['capping'];AN;ANINGV
capsizing;['capsizing'];AN;ANINGV
captaining;['captaining'];AN;ANINGV
captioning;['captioning'];AN;ANINGV
captivating;['captivating'];AN;ANINGV
capturing;['capturing'];AN;ANINGV
careering;['careering'];AN;ANINGV
caring;['caring'];AN;ANINGV
carpeting;['carpeting'];AN;ANINGV
carping;['carping'];AN;ANINGV
carrying;['carrying'];AN;ANINGV
carving;['carving'];AN;ANINGV
cascading;['cascading'];AN;ANINGV
cashing;['cashing'];AN;ANINGV
casing;['casing'];AN;ANINGV
castigating;['castigating'];AN;ANINGV
casting;['casting'];AN;ANINGV
castrating;['castrating'];AN;ANINGV
catapulting;['catapulting'];AN;ANINGV
catching;['catching'];AN;ANINGV
categorizing;['categorizing'];AN;ANINGV
catering;['catering'];AN;ANINGV
catnapping;['catnapping'];AN;ANINGV
causing;['causing'];AN;ANINGV
cauterizing;['cauterizing'];AN;ANINGV
cautioning;['cautioning'];AN;ANINGV
cavilling;['cavilling'];AN;ANINGV
caving;['caving'];AN;ANINGV
cavorting;['cavorting'];AN;ANINGV
ceasing;['ceasing'];AN;ANINGV
celebrating;['celebrating'];AN;ANINGV
cementing;['cementing'];AN;ANINGV
censoring;['censoring'];AN;ANINGV
censuring;['censuring'];AN;ANINGV
centralizing;['centralizing'];AN;ANINGV
centring;['centring'];AN;ANINGV
certifying;['certifying'];AN;ANINGV
chaining;['chaining'];AN;ANINGV
chairing;['chairing'];AN;ANINGV
chalking;['chalking'];AN;ANINGV
challenging;['challenging'];AN;ANINGV
championing;['championing'];AN;ANINGV
chancing;['chancing'];AN;ANINGV
changing;['changing'];AN;ANINGV
channelling;['channelling'];AN;ANINGV
chanting;['chanting'];AN;ANINGV
charging;['charging'];AN;ANINGV
charming;['charming'];AN;ANINGV
charring;['charring'];AN;ANINGV
chartering;['chartering'];AN;ANINGV
charting;['charting'];AN;ANINGV
chasing;['chasing'];AN;ANINGV
chastening;['chastening'];AN;ANINGV
chastising;['chastising'];AN;ANINGV
chattering;['chattering'];AN;ANINGV
chatting;['chatting'];AN;ANINGV
cheapening;['cheapening'];AN;ANINGV
cheating;['cheating'];AN;ANINGV
checkering;['checkering'];AN;ANINGV
checking;['checking'];AN;ANINGV
checkmating;['checkmating'];AN;ANINGV
cheeking;['cheeking'];AN;ANINGV
cheeping;['cheeping'];AN;ANINGV
cheering;['cheering'];AN;ANINGV
chequering;['chequering'];AN;ANINGV
cherishing;['cherishing'];AN;ANINGV
chevying;['chevying'];AN;ANINGV
chewing;['chewing'];AN;ANINGV
chiding;['chiding'];AN;ANINGV
chilling;['chilling'];AN;ANINGV
chiming;['chiming'];AN;ANINGV
chipping;['chipping'];AN;ANINGV
chirping;['chirping'];AN;ANINGV
chiselling;['chiselling'];AN;ANINGV
chivying;['chivying'];AN;ANINGV
choking;['choking'];AN;ANINGV
chomping;['chomping'];AN;ANINGV
choosing;['choosing'];AN;ANINGV
chopping;['chopping'];AN;ANINGV
chortling;['chortling'];AN;ANINGV
chorusing;['chorusing'];AN;ANINGV
christening;['christening'];AN;ANINGV
chronicling;['chronicling'];AN;ANINGV
chucking;['chucking'];AN;ANINGV
chuckling;['chuckling'];AN;ANINGV
chugging;['chugging'];AN;ANINGV
churning;['churning'];AN;ANINGV
ciphering;['ciphering'];AN;ANINGV
circling;['circling'];AN;ANINGV
circulating;['circulating'];AN;ANINGV
circumcising;['circumcising'];AN;ANINGV
circumnavigating;['circumnavigating'];AN;ANINGV
circumscribing;['circumscribing'];AN;ANINGV
circumventing;['circumventing'];AN;ANINGV
citing;['citing'];AN;ANINGV
civilizing;['civilizing'];AN;ANINGV
clacking;['clacking'];AN;ANINGV
claiming;['claiming'];AN;ANINGV
clambering;['clambering'];AN;ANINGV
clamouring;['clamouring'];AN;ANINGV
clamping;['clamping'];AN;ANINGV
clanking;['clanking'];AN;ANINGV
clapping;['clapping'];AN;ANINGV
clarifying;['clarifying'];AN;ANINGV
clashing;['clashing'];AN;ANINGV
clasping;['clasping'];AN;ANINGV
classifying;['classifying'];AN;ANINGV
classing;['classing'];AN;ANINGV
clattering;['clattering'];AN;ANINGV
clawing;['clawing'];AN;ANINGV
cleaning;['cleaning'];AN;ANINGV
cleansing;['cleansing'];AN;ANINGV
clearing;['clearing'];AN;ANINGV
cleaving;['cleaving'];AN;ANINGV
clenching;['clenching'];AN;ANINGV
clerking;['clerking'];AN;ANINGV
clicking;['clicking'];AN;ANINGV
climbing;['climbing'];AN;ANINGV
clinging;['clinging'];AN;ANINGV
clinking;['clinking'];AN;ANINGV
clipping;['clipping'];AN;ANINGV
clobbering;['clobbering'];AN;ANINGV
clocking;['clocking'];AN;ANINGV
clogging;['clogging'];AN;ANINGV
closing;['closing'];AN;ANINGV
clothing;['clothing'];AN;ANINGV
clotting;['clotting'];AN;ANINGV
clouding;['clouding'];AN;ANINGV
clouting;['clouting'];AN;ANINGV
clowning;['clowning'];AN;ANINGV
clowning;['clowning'];AN;ANINGV
clubbing;['clubbing'];AN;ANINGV
clumping;['clumping'];AN;ANINGV
clustering;['clustering'];AN;ANINGV
clutching;['clutching'];AN;ANINGV
cluttering;['cluttering'];AN;ANINGV
coaching;['coaching'];AN;ANINGV
coagulating;['coagulating'];AN;ANINGV
coalescing;['coalescing'];AN;ANINGV
coarsening;['coarsening'];AN;ANINGV
coasting;['coasting'];AN;ANINGV
coating;['coating'];AN;ANINGV
coaxing;['coaxing'];AN;ANINGV
cobbling;['cobbling'];AN;ANINGV
cocooning;['cocooning'];AN;ANINGV
coddling;['coddling'];AN;ANINGV
codifying;['codifying'];AN;ANINGV
coding;['coding'];AN;ANINGV
coercing;['coercing'];AN;ANINGV
coexisting;['coexisting'];AN;ANINGV
cogitating;['cogitating'];AN;ANINGV
cohabiting;['cohabiting'];AN;ANINGV
coiling;['coiling'];AN;ANINGV
coinciding;['coinciding'];AN;ANINGV
coining;['coining'];AN;ANINGV
collaborating;['collaborating'];AN;ANINGV
collapsing;['collapsing'];AN;ANINGV
collaring;['collaring'];AN;ANINGV
collating;['collating'];AN;ANINGV
collecting;['collecting'];AN;ANINGV
colliding;['colliding'];AN;ANINGV
colonizing;['colonizing'];AN;ANINGV
colouring;['colouring'];AN;ANINGV
combating;['combating'];AN;ANINGV
combing;['combing'];AN;ANINGV
combining;['combining'];AN;ANINGV
comforting;['comforting'];AN;ANINGV
coming;['coming'];AN;ANINGV
commandeering;['commandeering'];AN;ANINGV
commanding;['commanding'];AN;ANINGV
commemorating;['commemorating'];AN;ANINGV
commencing;['commencing'];AN;ANINGV
commending;['commending'];AN;ANINGV
commenting;['commenting'];AN;ANINGV
commercializing;['commercializing'];AN;ANINGV
commiserating;['commiserating'];AN;ANINGV
commissioning;['commissioning'];AN;ANINGV
committing;['committing'];AN;ANINGV
