Label;Split;Style;Tags
amending;['amending'];AN;ANNV
amortizing;['amortizing'];AN;ANNV
amounting;['amounting'];AN;ANNV
amplifying;['amplifying'];AN;ANNV
amputating;['amputating'];AN;ANNV
amusing;['amusing'];AN;ANNV
anathematizing;['anathematizing'];AN;ANNV
anatomizing;['anatomizing'];AN;ANNV
anchoring;['anchoring'];AN;ANNV
anesthetizing;['anesthetizing'];AN;ANNV
angering;['angering'];AN;ANNV
anglicizing;['anglicizing'];AN;ANNV
angling;['angling'];AN;ANNV
animating;['animating'];AN;ANNV
annexing;['annexing'];AN;ANNV
annihilating;['annihilating'];AN;ANNV
annotating;['annotating'];AN;ANNV
announcing;['announcing'];AN;ANNV
annoying;['annoying'];AN;ANNV
annulling;['annulling'];AN;ANNV
anointing;['anointing'];AN;ANNV
answering;['answering'];AN;ANNV
antagonizing;['antagonizing'];AN;ANNV
antedating;['antedating'];AN;ANNV
anticipating;['anticipating'];AN;ANNV
aping;['aping'];AN;ANNV
apologizing;['apologizing'];AN;ANNV
appalling;['appalling'];AN;ANNV
appealing;['appealing'];AN;ANNV
appearing;['appearing'];AN;ANNV
appeasing;['appeasing'];AN;ANNV
appending;['appending'];AN;ANNV
appertaining;['appertaining'];AN;ANNV
applauding;['applauding'];AN;ANNV
applying;['applying'];AN;ANNV
appointing;['appointing'];AN;ANNV
apportioning;['apportioning'];AN;ANNV
appraising;['appraising'];AN;ANNV
appreciating;['appreciating'];AN;ANNV
apprehending;['apprehending'];AN;ANNV
apprenticing;['apprenticing'];AN;ANNV
approaching;['approaching'];AN;ANNV
approbating;['approbating'];AN;ANNV
appropriating;['appropriating'];AN;ANNV
approving;['approving'];AN;ANNV
approximating;['approximating'];AN;ANNV
arbitrating;['arbitrating'];AN;ANNV
arching;['arching'];AN;ANNV
arcking;['arcking'];AN;ANNV
arguing;['arguing'];AN;ANNV
arising;['arising'];AN;ANNV
arming;['arming'];AN;ANNV
arousing;['arousing'];AN;ANNV
arraigning;['arraigning'];AN;ANNV
arranging;['arranging'];AN;ANNV
arraying;['arraying'];AN;ANNV
arresting;['arresting'];AN;ANNV
arriving;['arriving'];AN;ANNV
arrogating;['arrogating'];AN;ANNV
articulating;['articulating'];AN;ANNV
ascertaining;['ascertaining'];AN;ANNV
ascribing;['ascribing'];AN;ANNV
asking;['asking'];AN;ANNV
aspirating;['aspirating'];AN;ANNV
aspiring;['aspiring'];AN;ANNV
assailing;['assailing'];AN;ANNV
assassinating;['assassinating'];AN;ANNV
assaulting;['assaulting'];AN;ANNV
assembling;['assembling'];AN;ANNV
assenting;['assenting'];AN;ANNV
asserting;['asserting'];AN;ANNV
assessing;['assessing'];AN;ANNV
assigning;['assigning'];AN;ANNV
assimilating;['assimilating'];AN;ANNV
assisting;['assisting'];AN;ANNV
associating;['associating'];AN;ANNV
assorting;['assorting'];AN;ANNV
assuming;['assuming'];AN;ANNV
assuring;['assuring'];AN;ANNV
astonishing;['astonishing'];AN;ANNV
astounding;['astounding'];AN;ANNV
atomizing;['atomizing'];AN;ANNV
atoning;['atoning'];AN;ANNV
atrophying;['atrophying'];AN;ANNV
attaching;['attaching'];AN;ANNV
attacking;['attacking'];AN;ANNV
attaining;['attaining'];AN;ANNV
attempting;['attempting'];AN;ANNV
attending;['attending'];AN;ANNV
attenuating;['attenuating'];AN;ANNV
attesting;['attesting'];AN;ANNV
attiring;['attiring'];AN;ANNV
attracting;['attracting'];AN;ANNV
attributing;['attributing'];AN;ANNV
attuning;['attuning'];AN;ANNV
auditing;['auditing'];AN;ANNV
auditioning;['auditioning'];AN;ANNV
augmenting;['augmenting'];AN;ANNV
auguring;['auguring'];AN;ANNV
auscultating;['auscultating'];AN;ANNV
authenticating;['authenticating'];AN;ANNV
authorizing;['authorizing'];AN;ANNV
autographing;['autographing'];AN;ANNV
automating;['automating'];AN;ANNV
automatizing;['automatizing'];AN;ANNV
availing;['availing'];AN;ANNV
avalanching;['avalanching'];AN;ANNV
avenging;['avenging'];AN;ANNV
averaging;['averaging'];AN;ANNV
averting;['averting'];AN;ANNV
avoiding;['avoiding'];AN;ANNV
awaiting;['awaiting'];AN;ANNV
awakening;['awakening'];AN;ANNV
awaking;['awaking'];AN;ANNV
awarding;['awarding'];AN;ANNV
awing;['awing'];AN;ANNV
axing;['axing'];AN;ANNV
baaing;['baaing'];AN;ANNV
babbling;['babbling'];AN;ANNV
babying;['babying'];AN;ANNV
backdating;['backdating'];AN;ANNV
backfiring;['backfiring'];AN;ANNV
backing;['backing'];AN;ANNV
backspacing;['backspacing'];AN;ANNV
backtracking;['backtracking'];AN;ANNV
badgering;['badgering'];AN;ANNV
baffling;['baffling'];AN;ANNV
bagging;['bagging'];AN;ANNV
bailing;['bailing'];AN;ANNV
baiting;['baiting'];AN;ANNV
baking;['baking'];AN;ANNV
balancing;['balancing'];AN;ANNV
baling;['baling'];AN;ANNV
ballooning;['ballooning'];AN;ANNV
balloting;['balloting'];AN;ANNV
bandaging;['bandaging'];AN;ANNV
banding;['banding'];AN;ANNV
banging;['banging'];AN;ANNV
banishing;['banishing'];AN;ANNV
banking;['banking'];AN;ANNV
bankrupting;['bankrupting'];AN;ANNV
banning;['banning'];AN;ANNV
bantering;['bantering'];AN;ANNV
baptizing;['baptizing'];AN;ANNV
bargaining;['bargaining'];AN;ANNV
barging;['barging'];AN;ANNV
baring;['baring'];AN;ANNV
barking;['barking'];AN;ANNV
barricading;['barricading'];AN;ANNV
barring;['barring'];AN;ANNV
bartering;['bartering'];AN;ANNV
bashing;['bashing'];AN;ANNV
basing;['basing'];AN;ANNV
basking;['basking'];AN;ANNV
batching;['batching'];AN;ANNV
bathing;['bathing'];AN;ANNV
battering;['battering'];AN;ANNV
batting;['batting'];AN;ANNV
battling;['battling'];AN;ANNV
baulking;['baulking'];AN;ANNV
bawling;['bawling'];AN;ANNV
baying;['baying'];AN;ANNV
beaching;['beaching'];AN;ANNV
beading;['beading'];AN;ANNV
beaming;['beaming'];AN;ANNV
bearing;['bearing'];AN;ANNV
bearing;['bearing'];AN;ANNV
beatifying;['beatifying'];AN;ANNV
beating;['beating'];AN;ANNV
beautifying;['beautifying'];AN;ANNV
beckoning;['beckoning'];AN;ANNV
becoming;['becoming'];AN;ANNV
bedding;['bedding'];AN;ANNV
bedecking;['bedecking'];AN;ANNV
bedevilling;['bedevilling'];AN;ANNV
beefing;['beefing'];AN;ANNV
beeping;['beeping'];AN;ANNV
beetling;['beetling'];AN;ANNV
befalling;['befalling'];AN;ANNV
befitting;['befitting'];AN;ANNV
befriending;['befriending'];AN;ANNV
befuddling;['befuddling'];AN;ANNV
begetting;['begetting'];AN;ANNV
begging;['begging'];AN;ANNV
beginning;['beginning'];AN;ANNV
beguiling;['beguiling'];AN;ANNV
behaving;['behaving'];AN;ANNV
beheading;['beheading'];AN;ANNV
beholding;['beholding'];AN;ANNV
being;['being'];AN;ANNV
belching;['belching'];AN;ANNV
believing;['believing'];AN;ANNV
belittling;['belittling'];AN;ANNV
bellowing;['bellowing'];AN;ANNV
belonging;['belonging'];AN;ANNV
belting;['belting'];AN;ANNV
belying;['belying'];AN;ANNV
bemusing;['bemusing'];AN;ANNV
bending;['bending'];AN;ANNV
benefiting;['benefiting'];AN;ANNV
benumbing;['benumbing'];AN;ANNV
bequeathing;['bequeathing'];AN;ANNV
berating;['berating'];AN;ANNV
bereaving;['bereaving'];AN;ANNV
berthing;['berthing'];AN;ANNV
beseeching;['beseeching'];AN;ANNV
besetting;['besetting'];AN;ANNV
besieging;['besieging'];AN;ANNV
besmirching;['besmirching'];AN;ANNV
bespeaking;['bespeaking'];AN;ANNV
besting;['besting'];AN;ANNV
bestowing;['bestowing'];AN;ANNV
bestrewing;['bestrewing'];AN;ANNV
bestriding;['bestriding'];AN;ANNV
betraying;['betraying'];AN;ANNV
betrothing;['betrothing'];AN;ANNV
betting;['betting'];AN;ANNV
bewaring;['bewaring'];AN;ANNV
bewildering;['bewildering'];AN;ANNV
bewitching;['bewitching'];AN;ANNV
bickering;['bickering'];AN;ANNV
bicycling;['bicycling'];AN;ANNV
bidding;['bidding'];AN;ANNV
bifurcating;['bifurcating'];AN;ANNV
biking;['biking'];AN;ANNV
bilking;['bilking'];AN;ANNV
billeting;['billeting'];AN;ANNV
billing;['billing'];AN;ANNV
binding;['binding'];AN;ANNV
bisecting;['bisecting'];AN;ANNV
bitching;['bitching'];AN;ANNV
biting;['biting'];AN;ANNV
bivouacking;['bivouacking'];AN;ANNV
blabbing;['blabbing'];AN;ANNV
blacking;['blacking'];AN;ANNV
blacklisting;['blacklisting'];AN;ANNV
blackmailing;['blackmailing'];AN;ANNV
blaming;['blaming'];AN;ANNV
blanching;['blanching'];AN;ANNV
blanketing;['blanketing'];AN;ANNV
blaring;['blaring'];AN;ANNV
blaspheming;['blaspheming'];AN;ANNV
blasting;['blasting'];AN;ANNV
blathering;['blathering'];AN;ANNV
blazing;['blazing'];AN;ANNV
blazoning;['blazoning'];AN;ANNV
bleaching;['bleaching'];AN;ANNV
bleating;['bleating'];AN;ANNV
bleeding;['bleeding'];AN;ANNV
bleeping;['bleeping'];AN;ANNV
blemishing;['blemishing'];AN;ANNV
blending;['blending'];AN;ANNV
blessing;['blessing'];AN;ANNV
blighting;['blighting'];AN;ANNV
blindfolding;['blindfolding'];AN;ANNV
blinding;['blinding'];AN;ANNV
blinking;['blinking'];AN;ANNV
blistering;['blistering'];AN;ANNV
blitzing;['blitzing'];AN;ANNV
blockading;['blockading'];AN;ANNV
blocking;['blocking'];AN;ANNV
blooming;['blooming'];AN;ANNV
blossoming;['blossoming'];AN;ANNV
blotting;['blotting'];AN;ANNV
blowing;['blowing'];AN;ANNV
bludgeoning;['bludgeoning'];AN;ANNV
bluffing;['bluffing'];AN;ANNV
blundering;['blundering'];AN;ANNV
blunting;['blunting'];AN;ANNV
blurring;['blurring'];AN;ANNV
blurting;['blurting'];AN;ANNV
blushing;['blushing'];AN;ANNV
blustering;['blustering'];AN;ANNV
boarding;['boarding'];AN;ANNV
boasting;['boasting'];AN;ANNV
boating;['boating'];AN;ANNV
bobbing;['bobbing'];AN;ANNV
bodging;['bodging'];AN;ANNV
boggling;['boggling'];AN;ANNV
boiling;['boiling'];AN;ANNV
bolstering;['bolstering'];AN;ANNV
bombarding;['bombarding'];AN;ANNV
bombing;['bombing'];AN;ANNV
bonding;['bonding'];AN;ANNV
boning;['boning'];AN;ANNV
boobing;['boobing'];AN;ANNV
booing;['booing'];AN;ANNV
booking;['booking'];AN;ANNV
boomeranging;['boomeranging'];AN;ANNV
booming;['booming'];AN;ANNV
boosting;['boosting'];AN;ANNV
booting;['booting'];AN;ANNV
bootlegging;['bootlegging'];AN;ANNV
bordering;['bordering'];AN;ANNV
boring;['boring'];AN;ANNV
borrowing;['borrowing'];AN;ANNV
bossing;['bossing'];AN;ANNV
botanizing;['botanizing'];AN;ANNV
botching;['botching'];AN;ANNV
bothering;['bothering'];AN;ANNV
bottling;['bottling'];AN;ANNV
bottoming;['bottoming'];AN;ANNV
bouncing;['bouncing'];AN;ANNV
bowing;['bowing'];AN;ANNV
bowling;['bowling'];AN;ANNV
boxing;['boxing'];AN;ANNV
bracing;['bracing'];AN;ANNV
bracketing;['bracketing'];AN;ANNV
bragging;['bragging'];AN;ANNV
braking;['braking'];AN;ANNV
branching;['branching'];AN;ANNV
branding;['branding'];AN;ANNV
brandishing;['brandishing'];AN;ANNV
braving;['braving'];AN;ANNV
brawling;['brawling'];AN;ANNV
breaching;['breaching'];AN;ANNV
breakfasting;['breakfasting'];AN;ANNV
breaking;['breaking'];AN;ANNV
breathalyzing;['breathalyzing'];AN;ANNV
breathing;['breathing'];AN;ANNV
breeding;['breeding'];AN;ANNV
breezing;['breezing'];AN;ANNV
brewing;['brewing'];AN;ANNV
bribing;['bribing'];AN;ANNV
bricking;['bricking'];AN;ANNV
bricking;['bricking'];AN;ANNV
bricking;['bricking'];AN;ANNV
bridging;['bridging'];AN;ANNV
bridling;['bridling'];AN;ANNV
briefing;['briefing'];AN;ANNV
brightening;['brightening'];AN;ANNV
brimming;['brimming'];AN;ANNV
bringing;['bringing'];AN;ANNV
bristling;['bristling'];AN;ANNV
broaching;['broaching'];AN;ANNV
broadcasting;['broadcasting'];AN;ANNV
broadening;['broadening'];AN;ANNV
broiling;['broiling'];AN;ANNV
bronzing;['bronzing'];AN;ANNV
brooding;['brooding'];AN;ANNV
browbeating;['browbeating'];AN;ANNV
browning;['browning'];AN;ANNV
browsing;['browsing'];AN;ANNV
bruising;['bruising'];AN;ANNV
brushing;['brushing'];AN;ANNV
brutalizing;['brutalizing'];AN;ANNV
bubbling;['bubbling'];AN;ANNV
bucking;['bucking'];AN;ANNV
buckling;['buckling'];AN;ANNV
budding;['budding'];AN;ANNV
budgeting;['budgeting'];AN;ANNV
budging;['budging'];AN;ANNV
buffing;['buffing'];AN;ANNV
bugging;['bugging'];AN;ANNV
building;['building'];AN;ANNV
bulging;['bulging'];AN;ANNV
bulking;['bulking'];AN;ANNV
bulldozing;['bulldozing'];AN;ANNV
bullying;['bullying'];AN;ANNV
bumming;['bumming'];AN;ANNV
bumping;['bumping'];AN;ANNV
bunching;['bunching'];AN;ANNV
bundling;['bundling'];AN;ANNV
bungling;['bungling'];AN;ANNV
bunking;['bunking'];AN;ANNV
buoying;['buoying'];AN;ANNV
burbling;['burbling'];AN;ANNV
burdening;['burdening'];AN;ANNV
burgeoning;['burgeoning'];AN;ANNV
burglarizing;['burglarizing'];AN;ANNV
burgling;['burgling'];AN;ANNV
burning;['burning'];AN;ANNV
burning;['burning'];AN;ANNV
burnishing;['burnishing'];AN;ANNV
burping;['burping'];AN;ANNV
burrowing;['burrowing'];AN;ANNV
bursting;['bursting'];AN;ANNV
bursting;['bursting'];AN;ANNV
burying;['burying'];AN;ANNV
busking;['busking'];AN;ANNV
bussing;['bussing'];AN;ANNV
busting;['busting'];AN;ANNV
busting;['busting'];AN;ANNV
bustling;['bustling'];AN;ANNV
busying;['busying'];AN;ANNV
butchering;['butchering'];AN;ANNV
buttering;['buttering'];AN;ANNV
butting;['butting'];AN;ANNV
buttoning;['buttoning'];AN;ANNV
buttressing;['buttressing'];AN;ANNV
buying;['buying'];AN;ANNV
buzzing;['buzzing'];AN;ANNV
by-passing;['by-passing'];AN;ANNV
cabling;['cabling'];AN;ANNV
cackling;['cackling'];AN;ANNV
caging;['caging'];AN;ANNV
cajoling;['cajoling'];AN;ANNV
calculating;['calculating'];AN;ANNV
calibrating;['calibrating'];AN;ANNV
calking;['calking'];AN;ANNV
calling;['calling'];AN;ANNV
calming;['calming'];AN;ANNV
campaigning;['campaigning'];AN;ANNV
camping;['camping'];AN;ANNV
canalizing;['canalizing'];AN;ANNV
cancelling;['cancelling'];AN;ANNV
cancelling;['cancelling'];AN;ANNV
caning;['caning'];AN;ANNV
cannibalizing;['cannibalizing'];AN;ANNV
canonizing;['canonizing'];AN;ANNV
canvassing;['canvassing'];AN;ANNV
capering;['capering'];AN;ANNV
capitalizing;['capitalizing'];AN;ANNV
capitulating;['capitulating'];AN;ANNV
capping;['capping'];AN;ANNV
capsizing;['capsizing'];AN;ANNV
captaining;['captaining'];AN;ANNV
captioning;['captioning'];AN;ANNV
captivating;['captivating'];AN;ANNV
capturing;['capturing'];AN;ANNV
careering;['careering'];AN;ANNV
caring;['caring'];AN;ANNV
carpeting;['carpeting'];AN;ANNV
carping;['carping'];AN;ANNV
carrying;['carrying'];AN;ANNV
carving;['carving'];AN;ANNV
cascading;['cascading'];AN;ANNV
cashing;['cashing'];AN;ANNV
casing;['casing'];AN;ANNV
castigating;['castigating'];AN;ANNV
casting;['casting'];AN;ANNV
castrating;['castrating'];AN;ANNV
catapulting;['catapulting'];AN;ANNV
catching;['catching'];AN;ANNV
categorizing;['categorizing'];AN;ANNV
catering;['catering'];AN;ANNV
catnapping;['catnapping'];AN;ANNV
causing;['causing'];AN;ANNV
cauterizing;['cauterizing'];AN;ANNV
cautioning;['cautioning'];AN;ANNV
cavilling;['cavilling'];AN;ANNV
caving;['caving'];AN;ANNV
cavorting;['cavorting'];AN;ANNV
ceasing;['ceasing'];AN;ANNV
celebrating;['celebrating'];AN;ANNV
cementing;['cementing'];AN;ANNV
censoring;['censoring'];AN;ANNV
censuring;['censuring'];AN;ANNV
centralizing;['centralizing'];AN;ANNV
centring;['centring'];AN;ANNV
certifying;['certifying'];AN;ANNV
chaining;['chaining'];AN;ANNV
chairing;['chairing'];AN;ANNV
chalking;['chalking'];AN;ANNV
challenging;['challenging'];AN;ANNV
championing;['championing'];AN;ANNV
chancing;['chancing'];AN;ANNV
changing;['changing'];AN;ANNV
channelling;['channelling'];AN;ANNV
chanting;['chanting'];AN;ANNV
charging;['charging'];AN;ANNV
charming;['charming'];AN;ANNV
charring;['charring'];AN;ANNV
chartering;['chartering'];AN;ANNV
charting;['charting'];AN;ANNV
chasing;['chasing'];AN;ANNV
chastening;['chastening'];AN;ANNV
chastising;['chastising'];AN;ANNV
chattering;['chattering'];AN;ANNV
chatting;['chatting'];AN;ANNV
cheapening;['cheapening'];AN;ANNV
cheating;['cheating'];AN;ANNV
checkering;['checkering'];AN;ANNV
checking;['checking'];AN;ANNV
checkmating;['checkmating'];AN;ANNV
cheeking;['cheeking'];AN;ANNV
cheeping;['cheeping'];AN;ANNV
cheering;['cheering'];AN;ANNV
chequering;['chequering'];AN;ANNV
cherishing;['cherishing'];AN;ANNV
chevying;['chevying'];AN;ANNV
chewing;['chewing'];AN;ANNV
chiding;['chiding'];AN;ANNV
chilling;['chilling'];AN;ANNV
chiming;['chiming'];AN;ANNV
chipping;['chipping'];AN;ANNV
chirping;['chirping'];AN;ANNV
chiselling;['chiselling'];AN;ANNV
chivying;['chivying'];AN;ANNV
choking;['choking'];AN;ANNV
chomping;['chomping'];AN;ANNV
choosing;['choosing'];AN;ANNV
chopping;['chopping'];AN;ANNV
chortling;['chortling'];AN;ANNV
chorusing;['chorusing'];AN;ANNV
christening;['christening'];AN;ANNV
chronicling;['chronicling'];AN;ANNV
chucking;['chucking'];AN;ANNV
chuckling;['chuckling'];AN;ANNV
chugging;['chugging'];AN;ANNV
churning;['churning'];AN;ANNV
ciphering;['ciphering'];AN;ANNV
circling;['circling'];AN;ANNV
circulating;['circulating'];AN;ANNV
circumcising;['circumcising'];AN;ANNV
circumnavigating;['circumnavigating'];AN;ANNV
circumscribing;['circumscribing'];AN;ANNV
circumventing;['circumventing'];AN;ANNV
citing;['citing'];AN;ANNV
civilizing;['civilizing'];AN;ANNV
clacking;['clacking'];AN;ANNV
claiming;['claiming'];AN;ANNV
clambering;['clambering'];AN;ANNV
clamouring;['clamouring'];AN;ANNV
clamping;['clamping'];AN;ANNV
clanking;['clanking'];AN;ANNV
clapping;['clapping'];AN;ANNV
clarifying;['clarifying'];AN;ANNV
clashing;['clashing'];AN;ANNV
clasping;['clasping'];AN;ANNV
classifying;['classifying'];AN;ANNV
classing;['classing'];AN;ANNV
clattering;['clattering'];AN;ANNV
clawing;['clawing'];AN;ANNV
cleaning;['cleaning'];AN;ANNV
cleansing;['cleansing'];AN;ANNV
clearing;['clearing'];AN;ANNV
cleaving;['cleaving'];AN;ANNV
clenching;['clenching'];AN;ANNV
clerking;['clerking'];AN;ANNV
clicking;['clicking'];AN;ANNV
climbing;['climbing'];AN;ANNV
clinging;['clinging'];AN;ANNV
clinking;['clinking'];AN;ANNV
clipping;['clipping'];AN;ANNV
clobbering;['clobbering'];AN;ANNV
clocking;['clocking'];AN;ANNV
clogging;['clogging'];AN;ANNV
closing;['closing'];AN;ANNV
clothing;['clothing'];AN;ANNV
clotting;['clotting'];AN;ANNV
clouding;['clouding'];AN;ANNV
clouting;['clouting'];AN;ANNV
clowning;['clowning'];AN;ANNV
clowning;['clowning'];AN;ANNV
clubbing;['clubbing'];AN;ANNV
clumping;['clumping'];AN;ANNV
clustering;['clustering'];AN;ANNV
clutching;['clutching'];AN;ANNV
cluttering;['cluttering'];AN;ANNV
coaching;['coaching'];AN;ANNV
coagulating;['coagulating'];AN;ANNV
coalescing;['coalescing'];AN;ANNV
coarsening;['coarsening'];AN;ANNV
coasting;['coasting'];AN;ANNV
coating;['coating'];AN;ANNV
coaxing;['coaxing'];AN;ANNV
cobbling;['cobbling'];AN;ANNV
cocooning;['cocooning'];AN;ANNV
coddling;['coddling'];AN;ANNV
codifying;['codifying'];AN;ANNV
coding;['coding'];AN;ANNV
coercing;['coercing'];AN;ANNV
coexisting;['coexisting'];AN;ANNV
cogitating;['cogitating'];AN;ANNV
cohabiting;['cohabiting'];AN;ANNV
coiling;['coiling'];AN;ANNV
coinciding;['coinciding'];AN;ANNV
coining;['coining'];AN;ANNV
collaborating;['collaborating'];AN;ANNV
collapsing;['collapsing'];AN;ANNV
collaring;['collaring'];AN;ANNV
collating;['collating'];AN;ANNV
collecting;['collecting'];AN;ANNV
colliding;['colliding'];AN;ANNV
colonizing;['colonizing'];AN;ANNV
colouring;['colouring'];AN;ANNV
combating;['combating'];AN;ANNV
combing;['combing'];AN;ANNV
combining;['combining'];AN;ANNV
comforting;['comforting'];AN;ANNV
coming;['coming'];AN;ANNV
commandeering;['commandeering'];AN;ANNV
commanding;['commanding'];AN;ANNV
commemorating;['commemorating'];AN;ANNV
commencing;['commencing'];AN;ANNV
commending;['commending'];AN;ANNV
commenting;['commenting'];AN;ANNV
commercializing;['commercializing'];AN;ANNV
commiserating;['commiserating'];AN;ANNV
commissioning;['commissioning'];AN;ANNV
committing;['committing'];AN;ANNV
communicating;['communicating'];AN;ANNV
communing;['communing'];AN;ANNV
commuting;['commuting'];AN;ANNV
compacting;['compacting'];AN;ANNV
comparing;['comparing'];AN;ANNV
compartmentalizing;['compartmentalizing'];AN;ANNV
compelling;['compelling'];AN;ANNV
compensating;['compensating'];AN;ANNV
competing;['competing'];AN;ANNV
compiling;['compiling'];AN;ANNV
complaining;['complaining'];AN;ANNV
complementing;['complementing'];AN;ANNV
completing;['completing'];AN;ANNV
complicating;['complicating'];AN;ANNV
complimenting;['complimenting'];AN;ANNV
complying;['complying'];AN;ANNV
composing;['composing'];AN;ANNV
composting;['composting'];AN;ANNV
compounding;['compounding'];AN;ANNV
comprehending;['comprehending'];AN;ANNV
compressing;['compressing'];AN;ANNV
comprising;['comprising'];AN;ANNV
compromising;['compromising'];AN;ANNV
computerizing;['computerizing'];AN;ANNV
computing;['computing'];AN;ANNV
concatenating;['concatenating'];AN;ANNV
concealing;['concealing'];AN;ANNV
conceding;['conceding'];AN;ANNV
conceiving;['conceiving'];AN;ANNV
concentrating;['concentrating'];AN;ANNV
concerning;['concerning'];AN;ANNV
conciliating;['conciliating'];AN;ANNV
concluding;['concluding'];AN;ANNV
concocting;['concocting'];AN;ANNV
concurring;['concurring'];AN;ANNV
concussing;['concussing'];AN;ANNV
condemning;['condemning'];AN;ANNV
condensing;['condensing'];AN;ANNV
